city,cluster_type,role,section_header,policy_statement,parent_statement,parent_row_type,verbatim_text,extraction_rationale,canonical_mechanism,mechanism_description,secondary_categories,is_financial_instrument,primary_category,climate_relevance
Miami_Dade,parent_with_subs,sub,Miami-Dade County actions:,Require new County buildings to be solar ready.,Approach 2: Expand on-site and off-site renewable energy generation.,structural header,-   Require new County buildings to be solar ready for the County to lead by example,Specific requirement for new County buildings (policy/standard).,solar_ready_building_requirement → solar_pv_deployment_enabling,"Mandating solar-ready design in new public buildings enables easier future solar PV installation, supporting displacement of fossil-based electricity use.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,Miami-Dade County actions:,Cut soft costs for installing on-site solar energy.,Approach 2: Expand on-site and off-site renewable energy generation.,structural header,-   Cut  soft  costs  for  installing  on-site  solar energy,Specific action to reduce non-hardware costs to enable deployment.,solar_pv_deployment → fossil_generation_displacement,"Reducing soft costs makes on-site solar easier and cheaper to install, increasing solar PV deployment that displaces fossil electricity generation.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,Miami-Dade County actions:,Execute an agreement with the U.S. Department of Energy's National Renewable Energy Laboratory (NREL) to pursue mutually beneficial projects to reduce greenhouse gas emissions.,Approach 2: Expand on-site and off-site renewable energy generation.,structural header,-   Execute  an  agreement with the United States Department of Energy's National Renewable Energy Laboratory to pursue mutually  beneficial  projects  to  reduce greenhouse gas emissions.,Specific institutional agreement/action aimed at emissions reductions.,interagency_research_partnership → emissions_reduction_enabling,Establishing a collaboration agreement with a federal research lab enables technical support and joint projects that facilitate future greenhouse gas emissions reductions.,,no,Mitigation,direct
Miami_Dade,parent_with_subs,parent,APPROACH 3: BUILD ULTRA-LOW ENERGY BUILDINGS,Approach 3: Build ultra-low energy buildings.,,structural header,"## APPROACH 3:
## BUILD ULTRA-LOW ENERGY BUILDINGS",Named approach with targets/actions underneath.,building_energy_code → energy_use_reduction,Require or build new buildings to ultra-low-energy standards to cut building energy consumption and related greenhouse gas emissions.,Resource Efficiency,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 3: BUILD ULTRA-LOW ENERGY BUILDINGS,Reduce energy use of new buildings 20% by 2030 below 2020 levels.,Approach 3: Build ultra-low energy buildings.,structural header,- Reduce energy use of new buildings 20% by 2030 below 2020 levels,Quantified efficiency target with baseline year and deadline.,building_energy_code → energy_use_reduction,Strengthening energy performance requirements for new buildings reduces operational energy consumption and associated emissions.,Resource Efficiency,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 3: BUILD ULTRA-LOW ENERGY BUILDINGS,Ensure all new County buildings will be Ultra-Low Energy by 2030.,Approach 3: Build ultra-low energy buildings.,structural header,- All new County buildings will be Ultra-Low Energy by 2030,Clear commitment with deadline for County buildings standard.,building_energy_code → energy_use_reduction,"Require new government buildings to be built to ultra-low-energy performance so they use less operational energy, reducing associated emissions.",Resource Efficiency,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 3: BUILD ULTRA-LOW ENERGY BUILDINGS,Identify steps to transition to a net-zero ready code.,Approach 3: Build ultra-low energy buildings.,structural header,- Identify steps to transition to net-zero ready code,Explicit action to move building codes toward net-zero readiness.,building_energy_code → energy_use_reduction,"Transitioning to a net-zero-ready building code raises minimum performance requirements for new buildings, reducing energy consumption and related greenhouse gas emissions over the building lifecycle.",Resource Efficiency,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,Miami-Dade County actions:,Plan for the first Ultra-Low Energy (ULE) or Net Zero Energy (NZE) County building.,Approach 3: Build ultra-low energy buildings.,structural header,-   Plan for the first ULE or NZE County building,Specific planning action for a first-of-kind County facility.,net_zero_building_design → building_operational_emissions_reduction,Planning and delivering an ultra-low or net-zero energy public building reduces operational energy use and associated greenhouse gas emissions from building operations.,Resource Efficiency,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,Miami-Dade County actions:,Offer monetary and/or non-monetary incentives to promote construction of ULE or NZE buildings.,Approach 3: Build ultra-low energy buildings.,structural header,-   Offer  monetary and/or non-monetary incentives to promote the construction of ULE or NZE buildings,Specific incentive-based intervention to drive ULE/NZE construction.,net_zero_building_design → building_operational_emissions_reduction,"Incentives encourage developers to build ULE/NZE buildings, lowering ongoing energy consumption and reducing operational emissions from building energy use.",Adaptation,yes,Mitigation,direct
Miami_Dade,parent_with_subs,sub,Miami-Dade County actions:,Assess embodied carbon in new construction and create policies and programs to reduce it.,Approach 3: Build ultra-low energy buildings.,structural header,-   Assess embodied carbon in new construction and create  policies  and  programs  to  reduce  it,Explicit commitment to develop policies/programs addressing embodied carbon.,embodied_carbon_reduction → construction_emissions_reduction,Assessing and implementing programs to reduce embodied carbon in new construction lowers upstream and construction-phase greenhouse gas emissions from building materials and methods.,,no,Mitigation,direct
Miami_Dade,parent_with_subs,parent,APPROACH 4: REDUCE TRANSPORTATION-RELATED FUEL CONSUMPTION,Approach 4: Reduce transportation-related fuel consumption.,,structural header,"## APPROACH 4:
## REDUCE TRANSPORTATION-RELATED FUEL CONSUMPTION",Named approach with multiple targets/actions listed beneath.,modal_shift_to_sustainable_transport → transport_emissions_reduction,"Reduce transportation fuel consumption by shifting trips to more efficient or low/zero-emission travel options, leading to lower transport-related greenhouse gas emissions.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 4: REDUCE TRANSPORTATION-RELATED FUEL CONSUMPTION,Shift 10% of transportation mode away from single-occupant vehicles by 2030.,Approach 4: Reduce transportation-related fuel consumption.,structural header,- Shift 10% of transportation mode away from single occupant vehicles by 2030,Quantified mode-shift target with deadline.,modal_shift_to_sustainable_transport → transport_emissions_reduction,"Reduce reliance on single-occupant vehicle trips by shifting travel to lower-carbon modes, thereby cutting transportation-related greenhouse gas emissions.",Adaptation,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 4: REDUCE TRANSPORTATION-RELATED FUEL CONSUMPTION,Electrify the County fleet by 2030: 80% of light vehicles and 50% of buses.,Approach 4: Reduce transportation-related fuel consumption.,structural header,- Electrify the County fleet: 80% of light vehicles and 50% of buses by 2030,Quantified electrification targets for County fleet with deadline.,fleet_electrification → transport_emissions_reduction,"Electrifying government fleet vehicles reduces fossil fuel use and tailpipe emissions, lowering overall transport-sector greenhouse gas emissions.",Adaptation,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 4: REDUCE TRANSPORTATION-RELATED FUEL CONSUMPTION,Transition 30% of communitywide vehicles to electric power by 2030.,Approach 4: Reduce transportation-related fuel consumption.,structural header,- Transition 30% of communitywide vehicles to electric power by 2030,Quantified community vehicle electrification target with deadline.,fleet_electrification → transport_emissions_reduction,"Increase adoption of electric vehicles in the community to replace internal combustion vehicles, reducing transportation greenhouse gas emissions.",Adaptation,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 4: REDUCE TRANSPORTATION-RELATED FUEL CONSUMPTION,Reduce greenhouse gas emissions from Miami International Airport and PortMiami operations by 50% by 2030.,Approach 4: Reduce transportation-related fuel consumption.,structural header,-   Reduce greenhouse gas emissions from Miami International Airport and PortMiami operations by 50% by 2030,Quantified emissions-reduction target with a deadline for specific facilities/operations.,economy_wide_ghg_target → emissions_reduction_pathway,Set an emissions-reduction target for airport and seaport operations to drive implementation of measures that collectively reduce operational greenhouse gas emissions.,Resource Efficiency,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,Actions to reduce vehicle and mobile equipment usage:,Design an Alternative Workplace Solutions policy and program for Miami-Dade County to maintain and expand employee telecommuting and explore methods to encourage other large employers to implement telecommuting.,Approach 4: Reduce transportation-related fuel consumption.,structural header,-   Design  an  Alternative  Workplace  Solutions policy  and  program  for  Miami-Dade  County to  maintain  and  expand  the  number  of employees  who  telecommute  and  explore methods to encourage other large employers to implement telecommuting,Specific policy/program design commitment aimed at reducing transport emissions through telecommuting.,telecommuting_program → transport_emissions_reduction,"Expanding telecommuting reduces commuting travel demand, lowering vehicle fuel consumption and transportation greenhouse gas emissions.",Adaptation,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,Actions to expand effective low-carbon mobility options:,Implement the Miami-Dade 2045 Bicycle/Pedestrian Master Plan.,Approach 4: Reduce transportation-related fuel consumption.,structural header,-   Implement the Miami-Dade 2045 Bicycle/Pedestrian Master Plan,Explicit implementation action for a named mobility plan.,modal_shift_to_sustainable_transport → transport_emissions_reduction,"Build and improve walking and cycling infrastructure to shift trips from cars to active transportation, reducing transport-related greenhouse gas emissions.",,no,Mitigation,indirect
Miami_Dade,parent_with_subs,sub,Actions to expand effective low-carbon mobility options:,Implement Complete Streets and Vision Zero pedestrian and cyclist safety programs.,Approach 4: Reduce transportation-related fuel consumption.,structural header,-   Implement Complete Streets and Vision Zero pedestrian and cyclist safety programs,Specific program implementations stated as actions.,complete_streets_vision_zero_programs → modal_shift_and_transport_emissions_reduction,"Redesigning streets and implementing traffic-safety programs makes walking and cycling safer and more attractive, shifting trips away from cars and reducing transport emissions.",Adaptation,no,Mitigation,indirect
Miami_Dade,parent_with_subs,sub,Actions to expand effective low-carbon mobility options:,Rapidly deploy premium public transit solutions along SMART Plan corridors to increase ridership and mode shift from single occupancy vehicles.,Approach 4: Reduce transportation-related fuel consumption.,structural header,-   Rapidly deploy premium public transit solutions along SMART plan corridors to increase ridership and mode shift from single occupancy vehicles,Specific intervention tied to SMART Plan corridors aimed at mode shift.,transit_service_expansion → transport_emissions_reduction,"Expanding premium public transit service increases transit ridership and shifts trips from single-occupancy vehicles to transit, reducing transportation emissions.",Adaptation,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,Actions to Electrify the County Fleet and Equipment:,Complete a light fleet electrification analysis to guide replacement of County-owned fossil-fuel vehicles with battery-electric vehicles.,Approach 4: Reduce transportation-related fuel consumption.,structural header,-   Complete a light fleet electrification analysis to guide replacement of County-owned fossil-fuel vehicles with battery-electric vehicles (BEVs),Concrete analytical action supporting fleet electrification decisions.,fleet_electrification → transport_emissions_reduction,"Conducting an electrification analysis supports replacing fossil-fuel fleet vehicles with battery-electric vehicles, lowering transportation-related greenhouse gas emissions.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,"Actions to Reduce Emissions at PortMiami, Airports & Other Commercial Hubs:",Install Visual Guidance Docking System (VGDS) at airports to reduce aircraft idling.,Approach 4: Reduce transportation-related fuel consumption.,structural header,-   Install  Visual  Guidance  Docking System (VGDS) at airports to reduce aircraft idling.,Specific technology deployment action to cut emissions from aircraft operations.,airport_gate_docking_optimization → aircraft_idling_emissions_reduction,"Deploying visual docking guidance at airport gates reduces aircraft ground-idling time, cutting fuel use and emissions from airport operations.",Adaptation,no,Mitigation,direct
Miami_Dade,parent_with_subs,parent,APPROACH 5: EXPAND AND PROTECT GREEN AND BLUE SPACES,Approach 5: Expand and protect green and blue spaces.,,structural header,"## APPROACH 5:
## EXPAND AND PROTECT GREEN AND BLUE SPACES",Named approach with multiple targets/actions under it.,natural_land_protection → ecosystem_and_carbon_preservation,Expanding and safeguarding green and blue spaces conserves ecosystems and their carbon storage while providing resilience benefits such as reduced urban heat and improved flood/stormwater buffering.,,no,Nature-Based Solutions,direct
Miami_Dade,parent_with_subs,sub,APPROACH 5: EXPAND AND PROTECT GREEN AND BLUE SPACES,Increase community-wide tree canopy to 30% coverage by 2030.,Approach 5: Expand and protect green and blue spaces.,structural header,-   Expand community-wide tree canopy to 30% coverage by 2030.,Quantified canopy target with deadline.,urban_tree_canopy_expansion → heat_mitigation_and_carbon_sequestration,"Expanding urban tree canopy increases vegetation cover, which sequesters carbon and reduces local heat through shading and evapotranspiration.",,no,Adaptation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 5: EXPAND AND PROTECT GREEN AND BLUE SPACES,Ensure all County facilities within the Urban Development Boundary attain at least 30% average canopy coverage and facilities outside the UDB attain at least 50% average canopy coverage by 2030.,Approach 5: Expand and protect green and blue spaces.,structural header,-   Ensure that all County facilities within the UDB (per 2013 delineation) shall attain an average of  at  least  30%  canopy  coverage  and  all  County  facilities  outside  the  Urban  Development Boundary (UDB) shall attain an average of at least 50% canopy coverage by 2030,Binding 'shall' language with quantified canopy coverage targets and deadline.,urban_tree_canopy_expansion → heat_mitigation_and_carbon_sequestration,Increase tree canopy coverage on government facilities to provide cooling/heat mitigation and additional carbon sequestration.,,no,Adaptation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 5: EXPAND AND PROTECT GREEN AND BLUE SPACES,Double the total non-wetland acreage of natural habitat in preservation.,Approach 5: Expand and protect green and blue spaces.,structural header,-   Double the total non-wetland acreage of natural habitat in preservation,Clear quantified conservation action (doubling preserved non-wetland habitat).,natural_land_protection → ecosystem_and_carbon_preservation,Protecting additional natural habitat from development preserves ecosystems and stored carbon by preventing land conversion and degradation.,Adaptation,no,Nature-Based Solutions,direct
Miami_Dade,parent_with_subs,sub,APPROACH 5: EXPAND AND PROTECT GREEN AND BLUE SPACES,"Develop a mitigation policy, based on area impacted, to ensure County-approved development results in a net increase to green infrastructure by the development's completion date.",Approach 5: Expand and protect green and blue spaces.,structural header,"-   Develop  a  mitigation  policy,  based  on  area  impacted,  to  ensure  that  County-approved development results in a net increase to green infrastructure by the development's completion date",Specific policy development commitment with defined intended outcome (net increase in green infrastructure).,green_infrastructure_net_gain_requirement → heat_and_stormwater_resilience,"Requiring a net increase in green infrastructure for new development increases permeable/vegetated area, improving stormwater management and reducing urban heat impacts.",,no,Adaptation,direct
Miami_Dade,parent_with_subs,parent,APPROACH 6: CONVERT WASTE TO ENERGY,Approach 6: Convert waste to energy.,,structural header,"## APPROACH 6:
## CONVERT WASTE TO ENERGY",Named approach with multiple specific targets and actions listed beneath.,waste_to_energy_conversion → landfill_methane_avoidance_and_energy_recovery,Diverting non-recycled waste to waste-to-energy facilities reduces landfill methane while generating energy that can displace more carbon-intensive power sources.,,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,CONVERT WASTE TO ENERGY APPROACH 6:,Generate 48 GWh/year of electricity from cogeneration at wastewater plants by 2030.,Approach 6: Convert waste to energy.,structural header,- 48 GWh/year of electricity from cogeneration at wastewater plants by 2030,Quantified energy generation target with deadline.,cogeneration_waste_to_energy → fossil_generation_displacement_and_methane_capture,"Install cogeneration at wastewater plants to use captured biogas for electricity, reducing methane emissions and offsetting fossil electricity generation.",Adaptation,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,CONVERT WASTE TO ENERGY APPROACH 6:,Convert 50% of non-recycled garbage to energy by 2030.,Approach 6: Convert waste to energy.,structural header,- 50% of non-recycled garbage converted to energy by 2030,Quantified conversion target with deadline.,waste_to_energy_conversion → landfill_methane_avoidance_and_energy_recovery,"Convert non-recycled solid waste into energy instead of landfilling, reducing methane emissions and generating energy that can offset fossil fuel use.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,CONVERT WASTE TO ENERGY APPROACH 6:,Increase recycling rates by 10% and cut non-recyclables contamination in half.,Approach 6: Convert waste to energy.,structural header,- 10% increase in recycling rates and cut non-recyclables 'contamination' in half,Quantified recycling improvement and contamination reduction targets.,waste_diversion → landfill_methane_avoidance,"Improving recycling performance and reducing contamination increases diversion of waste from landfill, thereby avoiding methane emissions from landfilled waste.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,CONVERT WASTE TO ENERGY APPROACH 6:,"Build a new, more efficient electricity-from-waste facility with onsite solar, designed to charge electric vehicles in the County fleet.",Approach 6: Convert waste to energy.,structural header,"-   Build a new, more efficient electricity-from-waste facility with onsite solar, designed to charge electric vehicles in the County fleet",Specific infrastructure investment action described under Approach 6.,waste_to_energy_conversion → landfill_methane_avoidance_and_energy_recovery,"Convert non-recycled waste into electricity (with added onsite solar) to recover energy and avoid landfill methane, displacing more emissions-intensive energy used for operations such as fleet EV charging.",,yes,Mitigation,direct
Miami_Dade,parent_with_subs,sub,CONVERT WASTE TO ENERGY APPROACH 6:,Upgrade cogeneration at wastewater treatment plants to produce 9.6 megawatts of electricity from biogas.,Approach 6: Convert waste to energy.,structural header,-   Upgrade cogeneration at wastewater treatment plants to produce 9.6 megawatts of electricity from biogas,Quantified capacity action (9.6 MW) to be achieved via upgrades.,cogeneration_waste_to_energy → fossil_generation_displacement_and_methane_capture,"Upgrade wastewater-plant cogeneration to use biogas for on-site electricity generation, capturing methane and displacing fossil electricity generation.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,CONVERT WASTE TO ENERGY APPROACH 6:,Upgrade landfill gas collection at the South Dade Landfill.,Approach 6: Convert waste to energy.,structural header,-   Upgrade landfill gas collection at the South Dade Landfill,Concrete operational/infrastructure upgrade commitment.,landfill_gas_capture_upgrade → landfill_methane_emissions_reduction,"Upgrading landfill gas collection increases methane capture from decomposing waste, reducing fugitive landfill methane emissions.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,parent,APPROACH 7: REDUCE WASTE AND WATER USE,Approach 7: Reduce waste and water use.,,structural header,"## APPROACH 7:
## REDUCE WASTE AND WATER USE",Named approach with quantified targets and multiple actions listed beneath.,waste_and_water_use_reduction → emissions_and_resource_use_reduction,Reducing waste and water use lowers landfill-related emissions and reduces water-demand-related energy and resource consumption.,,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 7: REDUCE WASTE AND WATER USE,Reduce landfill waste per person 50% by 2030.,Approach 7: Reduce waste and water use.,structural header,- Reduce landfill waste per person 50% by 2030,Quantified per-capita landfill waste reduction target with deadline.,waste_diversion → landfill_methane_avoidance,"Reducing the amount of waste disposed in landfills lowers methane generation from anaerobic decomposition, reducing GHG emissions.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 7: REDUCE WASTE AND WATER USE,Reduce water consumption per person 30% by 2030.,Approach 7: Reduce waste and water use.,structural header,- Reduce water consumption per person 30% by 2030,Quantified per-capita water reduction target with deadline.,water_efficiency_standards → per_capita_water_reduction,Adopt water efficiency standards and programs to reduce per-person water consumption.,Adaptation,no,Resource Efficiency,indirect
Miami_Dade,parent_with_subs,sub,APPROACH 7: REDUCE WASTE AND WATER USE,"Create a community-wide food rescue plan in collaboration with community-based organizations, businesses, and farmers.",Approach 7: Reduce waste and water use.,structural header,"-   Create a community-wide food rescue plan in collaboration with community-based organizations, businesses, and farmers",Specific plan commitment to reduce food waste (a methane/emissions source).,food_rescue_program → landfill_methane_avoidance,"Implementing a food rescue program diverts edible food from disposal, reducing landfill-bound organic waste and avoiding methane emissions.",,no,Mitigation,direct
Miami_Dade,parent_with_subs,sub,APPROACH 7: REDUCE WASTE AND WATER USE,Complete a Countywide solid waste characterization study and complete regular updates.,Approach 7: Reduce waste and water use.,structural header,-   Complete a Countywide solid waste characterization study and complete regular updates,Concrete data/assessment action with ongoing updates to support waste reduction policy.,waste_characterization_study → waste_management_planning_support,"Conducting and updating waste characterization studies improves waste-stream data, which supports planning and targeting of diversion strategies that can reduce landfill-related emissions.",,no,Mitigation,indirect
Miami_Dade,parent_with_subs,sub,APPROACH 7: REDUCE WASTE AND WATER USE,Require waste reduction plans for all large events.,Approach 7: Reduce waste and water use.,structural header,-   Require waste reduction plans for all large events,Regulatory requirement ('Require') applying to large events.,waste_diversion → landfill_methane_avoidance,"Mandating waste reduction planning for large events reduces and diverts waste from landfills, which lowers methane emissions from landfill decomposition.",,no,Mitigation,direct
Miami_Dade,individual,individual,LETTER FROM MAYOR DANIELLA LEVINE CAVA,"Implement the Climate Action Strategy (CAS) to cut Miami-Dade communitywide greenhouse gas emissions 50% by 2030 from 2019 levels, with the goal of achieving net zero by 2050.",,,"Officially launched on Oct. 27, 2021, this plan describes work taking place on multiple fronts to cut MiamiDade's greenhouse gas emissions 50 percent by 2030 from 2019 levels, with the goal of achieving net zero by 2050.",Contains quantified emissions-reduction targets with deadlines (50% by 2030; net zero by 2050) tied to an implemented strategy.,economy_wide_ghg_target → emissions_reduction_pathway,Implementing a communitywide climate action strategy sets an economy-wide emissions target that guides and coordinates policies and investments to reduce greenhouse gas emissions over time.,Resource Efficiency,no,Mitigation,direct
Austin,parent_with_subs,parent,NEW 2030 CLIMATE EQUITY GOALS FOR AUSTIN — Sustainable Buildings,Achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30% by 2030.,,standalone parent policy,"## Sustainable Buildings

- Achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.",Quantified 2030 building-sector targets; followed by multiple numbered strategies in the Sustainable Buildings section.,building_energy_code → energy_use_reduction,Set stringent emissions/energy performance requirements for new and existing buildings to reduce onsite fossil fuel use and overall building energy-related emissions.,Resource Efficiency,no,Mitigation,direct
Austin,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Net-zero carbon new buildings; 25% existing; 30% gas emissions reduction,Ensure benefits of building decarbonization programs flow to low-income communities and communities of color through comprehensive energy poverty mitigation and partnerships.,Achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30% by 2030.,standalone parent policy,"## Strategy 1: Ensure benefits flow to low-income communities and communities of color

Pursue a comprehensive energy poverty mitigation strategy by partnering with trusted community organizations, affordable housing developers, and schools in equitable outreach and program development.",Specific intervention (energy poverty mitigation strategy and partnerships) tied to the buildings goal.,equitable_program_outreach_partnerships → increased_access_to_decarbonization_benefits,"Partnering with trusted community organizations and institutions improves equitable outreach and program design, increasing low-income and marginalized communities’ access to building decarbonization and energy poverty mitigation benefits.",,no,Mitigation,indirect
Austin,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Net-zero carbon new buildings; 25% existing; 30% gas emissions reduction,"Enhance resident and building owner understanding of energy consumption via outreach, culturally relevant communications, expanded benchmarking for existing buildings, and better access to energy and water data.",Achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30% by 2030.,standalone parent policy,"## Strategy 2: Enhance understanding of energy consumption

Enhance resident and building owner understanding of energy savings opportunities, benefits, and climate impacts of energy consumption. This will be done through direct outreach, culturally relevant communications, expanding benchmarking requirements for all existing buildings, and better access to energy and water data.",Concrete programmatic actions (benchmarking expansion; data access; outreach).,energy_benchmarking_disclosure → market_signal_for_efficiency,"Expand benchmarking and data transparency so residents and building owners better understand energy use, creating a market/behavioral signal that motivates energy efficiency improvements and reduces emissions.",Adaptation,no,Mitigation,direct
Austin,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Net-zero carbon new buildings; 25% existing; 30% gas emissions reduction,"Achieve net-zero carbon building milestones through new building energy codes/amendments and incentives/education for existing building decarbonization, in collaboration with utilities and with equity focus.",Achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30% by 2030.,standalone parent policy,"## Strategy 3: Achieve energy-efficient, net-zero carbon buildings

Achieve goal milestones for net-zero carbon buildings through new building energy codes, amendments, and other methods. Engage owners and operators of existing buildings to decarbonize through incentives and education for contractors and occupants. Collaborate with local utilities to implement equitable emission reduction strategies.","Specific policy mechanisms (codes, amendments, incentives, education, utility collaboration).",building_energy_code → energy_use_reduction,Update and enforce new-building energy codes (with supporting programs for existing buildings) to reduce building energy consumption and associated emissions.,Resource Efficiency,no,Mitigation,direct
Austin,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Net-zero carbon new buildings; 25% existing; 30% gas emissions reduction,Create equitable workforce development and training opportunities for emerging building-related technologies by partnering with local unions and education/advocacy organizations serving low-income communities and communities of color.,Achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30% by 2030.,standalone parent policy,"## Strategy 4: Ensure equitable workforce development for emerging technologies

Prioritize investment in local emissions reduction and create equitable workforce development and training opportunities for emerging technologies by partnering with local unions, education, and advocacy organizations that serve low-income communities and communities of color.",Defines a workforce development intervention with specified partners and equity focus.,workforce_development_program → decarbonization_implementation_capacity,"Training and workforce partnerships expand skilled labor capacity, enabling faster and broader deployment of building-related emissions-reduction technologies.",,yes,Mitigation,direct
Austin,parent_with_subs,parent,SUSTAINABLE BUILDINGS — Refrigerants,Reduce community-wide greenhouse gas emissions from refrigerant leakage by 25% by 2030.,,standalone parent policy,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.",Quantified emissions-reduction target with a deadline; followed by a list of strategies.,refrigerant_management → fugitive_emissions_reduction,"Implementing refrigerant management practices reduces refrigerant leaks and releases, thereby lowering fugitive greenhouse gas emissions.",Nature-Based Solutions,no,Mitigation,direct
Austin,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Reduce refrigerant leakage emissions 25%,Develop a refrigerant destruction program that places a price on older high ozone-depleting and high-GWP refrigerants to increase capture and safe destruction.,Reduce community-wide greenhouse gas emissions from refrigerant leakage by 25% by 2030.,standalone parent policy,"## Strategy 1: Capture and destroy old refrigerants

Develop a refrigerant destruction program that places a price on older high ozone-depleting substances and global warming potential (GWP) refrigerants.",Specific program intervention (destruction program with pricing mechanism).,refrigerant_management → fugitive_emissions_reduction,"A pricing-backed refrigerant destruction program increases recovery and safe destruction of high-GWP refrigerants, reducing fugitive greenhouse gas emissions.",,yes,Mitigation,direct
Austin,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Reduce refrigerant leakage emissions 25%,Move forward with building code amendments and other local actions to allow/encourage low and no-GWP refrigerants as soon as feasible.,Reduce community-wide greenhouse gas emissions from refrigerant leakage by 25% by 2030.,standalone parent policy,"## Strategy 2: Improve building codes to encourage cleaner refrigerants

Closely follow developments in revised building codes that allow the use of low and no GWP refrigerants... and move forward with code amendments and other local action as soon as feasible.",Regulatory/code change commitment related to refrigerants.,refrigerant_management → fugitive_emissions_reduction,"Update building codes to enable and promote low/no-GWP refrigerants, reducing fugitive greenhouse gas emissions from refrigerant leakage.",,no,Mitigation,direct
Austin,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Reduce refrigerant leakage emissions 25%,"Create incentives for refrigerant leak detection, prevention, and repair in partnership with food retail, restaurants, warehouses, and HVAC companies, prioritizing outreach to small businesses owned by people of color.",Reduce community-wide greenhouse gas emissions from refrigerant leakage by 25% by 2030.,standalone parent policy,"## Strategy 3: Create incentives for leak detection and repair

Partner with grocery stores, convenience stores, restaurants... to create an incentive for designing and tracking refrigerant leak detection, prevention, and repair.",Concrete incentive-based policy with named partner sectors.,refrigerant_management → fugitive_emissions_reduction,"Incentivizing leak detection, prevention, and repair in refrigeration/HVAC systems reduces refrigerant leakage, cutting fugitive greenhouse gas emissions.",Nature-Based Solutions,yes,Mitigation,direct
Austin,parent_with_subs,sub,SUSTAINABLE BUILDINGS — Goal: Reduce refrigerant leakage emissions 25%,"Create an awareness, education, and training campaign for HVAC service providers and related stakeholders; lead by example with refrigerant leak detection/repair at City-owned facilities.",Reduce community-wide greenhouse gas emissions from refrigerant leakage by 25% by 2030.,standalone parent policy,"## Strategy 4: Awareness and training for HVAC service providers

Create an awareness, education, and training campaign... Lead by example by implementing a refrigerant leak detection, prevention, and repair program at City-owned facilities.",Specific campaign plus a City operational commitment (lead by example).,refrigerant_management → fugitive_emissions_reduction,"Training and leak detection/repair programs reduce refrigerant leakage from HVAC equipment, lowering fugitive greenhouse gas emissions.",Nature-Based Solutions,no,Mitigation,direct
