city,cluster_type,role,section_header,policy_statement,parent_statement,parent_row_type,verbatim_text,extraction_rationale,canonical_mechanism,mechanism_description,secondary_categories,is_financial_instrument,primary_category,climate_relevance
New_York_United_States,parent_with_subs,sub,Components of the Strategy,"Expand cost-share eligibility for equipment needed to implement advanced soil health and nutrient management practices, emphasizing access for historically unrepresented and beginning farmers.",AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,- Expand cost-share eligibility for historically unrepresented farmers and capital-intensive equipment: AGM and SWCC should expand cost-share eligibility for equipment needed by farms to implement more advanced soil health and nutrient management practices. Emphasis should be on improved access to technical and financial support for historically unrepresented and beginning farmers.,Explicit expansion of cost-share eligibility and equity emphasis under AF10.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Cost-share support enables farms to adopt advanced soil health and nutrient management practices, improving soil carbon storage and reducing agricultural emissions impacts.",Adaptation,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of the Strategy,"Continue and enhance workforce training for technical assistance providers, planners, farmers, and farm workers to support nutrient management implementation.",AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"- Enhance workforce training: AGM and SWCC should continue and enhance training for technical assistance providers, agricultural planners, farmers, and farm workers.",Specific training expansion commitment listed as a component under AF10.,agricultural_workforce_training_for_nutrient_management → agricultural_n2o_and_runoff_reduction,"Training technical assistance providers and farm workers increases adoption and quality of nutrient management, lowering fertilizer-related emissions and pollution.",,no,Mitigation,indirect
New_York_United_States,parent_with_subs,sub,Components of the Strategy,Support expanding capacity of custom farming service providers to aid on-farm implementation of nutrient management practices.,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,- Support implementation services: AGM and SWCC should support expanding capacity of custom farming service providers to aid on-farm implementation of nutrient management practices.,Clear support action for service provider capacity under AF10.,nutrient_management_support_program → agricultural_nitrous_oxide_emissions_reduction,"Expand technical/implementation support for on-farm nutrient management, leading to more efficient fertilizer use and reduced nitrous oxide and nutrient-loss emissions.",,yes,Mitigation,direct
New_York_United_States,parent_with_subs,sub,Components of the Strategy,"Increase the use of improved monitoring methods for nutrient management (crop yield measurement, nitrogen use efficiency, and Whole Farm Nutrient Mass Balances) and document/share benefits with stakeholders.",AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"- Increase use of existing tools: AGM should work with partners such as Cornell CALS, CCE, and others to increase the use of improved methods of monitoring performance via crop yield measurement, nitrogen use efficiency, and Whole Farm Nutrient Mass Balances (for farm-wide nitrogen management). These benefits of nutrient management should be documented and shared with farmers, policymakers, and the public.",Specifies tools/metrics to increase and an action to document/share outcomes.,nutrient_management_monitoring_and_reporting → fertilizer_efficiency_and_n2o_emissions_reduction,"Implement improved farm nutrient monitoring and performance reporting to enable more efficient fertilizer use, which reduces surplus nitrogen losses and associated nitrous oxide emissions.",,no,Mitigation,direct
New_York_United_States,parent_with_subs,sub,Components of the Strategy,"Collaborate with industry-led nutrient management initiatives (e.g., 4R Nutrient Stewardship) and initiate/expand nitrogen efficiency and yield crop contests.",AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"- Collaborate with industry led initiatives: AGM and partners should collaborate with industry led nutrient management initiatives and services, such as the 4R Nutrient Stewardship Program . They should also initiate and expand nitrogen efficiency and yield crop contests for peer-to-peer competition and informational opportunities.",Specific collaboration mechanism and contest expansion stated under AF10.,nutrient_management_program_uptake → agricultural_n2o_emissions_reduction,"Industry collaboration and peer learning contests encourage more efficient fertilizer use, lowering nitrogen losses and nitrous oxide emissions from cropland.",,no,Mitigation,direct
New_York_United_States,parent_with_subs,sub,Components of the Strategy,Implement long-term funding support for nutrient management applied research and outreach.,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,- Increase funding for applied research: AGM should implement long-term funding support for nutrient management applied research and outreach (such as management approaches and technology).,Resource allocation (long-term funding support) explicitly stated under AF10.,nutrient_management_research_outreach → agricultural_n2o_emissions_reduction,Long-term funding for nutrient management applied research and outreach promotes improved on-farm nutrient practices that reduce nitrous oxide emissions from agricultural soils.,,yes,Mitigation,indirect
New_York_United_States,parent_with_subs,sub,Components of the Strategy,Increase outreach to farmers on New York research/technical standards and increase consumer outreach on nutrient management benefits such as water quality improvements.,AF10 advances agricultural nutrient management by continuing and expanding nutrient management planning and implementation to reduce N2O emissions and nitrogen pollution while maintaining yields across New York agricultural lands.,standalone parent policy,"- Increase outreach: The State should increase outreach to all farmers with the research and technical standards used in New York. The State should also increase outreach to consumers on the benefits of nutrient management, such as water quality improvements.",Two explicit outreach commitments under AF10.,nutrient_management_outreach → nutrient_runoff_reduction_and_water_quality_improvement,"Provide education and outreach on nutrient management to increase adoption of best practices, thereby reducing fertilizer/nutrient runoff and improving water quality.",,no,Resource Efficiency,indirect
New_York_United_States,parent_with_subs,parent,AF11. Adopt Soil Health Practice Systems,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,,standalone parent policy,"This strategy focuses on reducing net GHG emissions as well as increasing carbon sequestration and other environmental benefits through adoption of soil health management practice systems (such as combinations of cover and double crops, conservation crop rotations, perennial crops, prescribed grazing, and nutrient management), also referred to as regenerative agricultural practices.",Named strategy with a defined focus and an enumerated 'Components of Strategy' list.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Support and adoption of regenerative soil health practices increases soil carbon storage and improves ecosystem function, lowering net agricultural greenhouse gas emissions over time.",Adaptation,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,"Increase financial support for current soil health programs (including expanded CRF funding, AEM Base, AgNPS, payment rates, access/equity measures), develop a soil health standard, and establish an annual goal for common practices (including urban soils awareness/support).",AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Expand funding for current programs: AGM and SWCC should increase financial support for currently available and implemented practices. This includes expanded funding for CRF, AEM Base, AgNPS, increased payment rates, increased access, building equity into programs, reducing barriers that limit access in applications, increased technical assistance, encouraging adoption of a system of practices, developing a soil health standard, and establishing an annual goal for common practices. This should also include increasing awareness and support for urban soils and agriculture.","Detailed package of funding, standards, and goal-setting actions under AF11.",regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Provide financial/technical support and standards/goals to increase adoption of soil health practices, resulting in higher soil carbon sequestration and improved ecosystem condition.",Adaptation,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Seek feedback from under-engaged groups/communities (including urban soils/operations) via engagement activities to improve access to soil health practices and programs.,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Engage with and expand program participants: AGM and SWCC should seek feedback from groups/communities not currently engaged in practices and programs (such as holding focus groups, surveys, farm-to-farm educational events and addressing urban soils and urban agricultural operations). Improving access reflects the need to ensure that all farmers can take part in these practices and programs.",Specific engagement activities and objective under AF11.,soil_health_program_engagement → soil_carbon_and_ecosystem_restoration,"Conduct outreach and feedback-driven engagement to improve access and participation in soil health programs, enabling broader adoption of soil health practices that increase soil carbon and restore ecosystem function.",,no,Nature-Based Solutions,indirect
New_York_United_States,parent_with_subs,sub,Components of Strategy,"Increase adoption of soil health practices on rented/leased land by engaging, educating, and incentivizing landowners.",AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Increase adoption of soil health practices on rented lands: AGM should increase practice adoption on rented and leased land. AGM should seek feedback regarding support needed for farmers not currently engaged in practices and programs and engage, educate, and incentivize landowners to increase adoption of practices on land they rent to farmers.",Concrete actions aimed at rented land adoption under AF11.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Engage, educate, and incentivize landowners to implement soil health practices on farmland, increasing soil carbon sequestration and improving ecosystem condition, which reduces net climate impacts.",,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Support converting annual cropland to perennial hay/pasture and forests where appropriate and continue research/trials on perennial grains efficacy in New York State.,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,- Increase perennial plant systems: AGM and SWCC should support converting annual cropland to perennial hay land/pasture and forests where appropriate (such as steep slopes and highly erodible lands). This is a current effort supported through the State's AgNPS and CRF programs. Research and trials should continue to determine the efficacy of perennial grains systems in New York State.,Specific land conversion support plus ongoing research commitment under AF11.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Convert annual cropland to perennial pasture/hay and forested systems to build soil/biomass carbon and improve ecosystem resilience, reducing net greenhouse gas impacts.",Adaptation,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,"Conduct comprehensive on-farm planning to include carbon sequestration goals along with GHG emissions, nutrient management, water quality, and soil health.",AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Increase integrated planning efforts: AGM and SWCDs should conduct comprehensive on-farm planning to include carbon sequestration goals, GHG emission, nutrient management, water quality, and soil health.",Specific planning intervention under AF11.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Implementing comprehensive farm planning that embeds carbon sequestration goals leads to adoption of regenerative land management practices that increase soil carbon storage and improve ecosystem health, reducing net emissions.",Adaptation,no,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Support continued development and implementation of precision/digital agricultural tools and sustainable intensification to increase yields on current cropland and reduce stress on marginal cropland.,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Increase use of precision and digital agricultural tools: AGM should support continued development and implementation of precision/digital agricultural tools and sustainable intensification, which is the sustainable increase in yields on current cropland to reduce stress on marginal cropland to support this mitigation strategy.",Clear technology support action under AF11.,precision_agriculture_and_sustainable_intensification → land_use_change_avoidance,"Deploying precision/digital farming and sustainable intensification increases yields on existing cropland, reducing pressure to expand into marginal lands and avoiding emissions from land conversion.",,yes,Mitigation,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Develop tools to verify benefits and invest in remote sensing to quantify adoption of practices and environmental benefits.,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Develop tools for quantification of benefits: AGM, SWCC, and partners such as Cornell CALS should develop tools for verification of benefits and invest in remote sensing to quantify adoption of practices and environmental benefits.",Verification/remote sensing investment commitment under AF11.,environmental_monitoring_system → adaptation_planning_support,"Build monitoring and verification tools (including remote sensing) to measure practice adoption and environmental outcomes, improving data-driven climate planning and program effectiveness.",Resource Efficiency,no,Adaptation,indirect
New_York_United_States,parent_with_subs,sub,Components of Strategy,Establish and maintain a comprehensive RD&D strategy for monitoring and verification of soil health addressing additionality and permanence to support State climate goals and enable federal/private funding.,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Support research for monitoring and verification: AGM, SWCC, and partners such as Cornell CALS should establish and maintain a comprehensive RD&D strategy for monitoring and verification of soil health that address additionality and permanence to support State climate goals and enable federal and private funding of GHG emissions mitigation practices.",Explicit RD&D strategy commitment under AF11.,soil_health_mrv_r_and_d → land_mitigation_finance_enabling,"Developing and maintaining soil-health monitoring and verification R&D improves credible measurement of additional, durable benefits, which enables funding and broader deployment of soil-based mitigation practices.",,yes,Mitigation,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,"Establish and maintain a comprehensive research strategy in soil health to develop innovative practices (e.g., enhanced rock weathering, biochar) that increase sequestration and scale adoption.",AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Support research for new innovative practices: AGM and partners such as Cornell CALS should establish and maintain a comprehensive research strategy in soil health to bring new practices and approaches (such as enhanced rock weathering and biochar) that increase sequestration rates, productivity, other environmental benefits, and scale for adoption.",R&D commitment including examples under AF11.,soil_health_research_and_innovation → soil_carbon_sequestration_increase,"Fund and coordinate soil health research to develop and scale practices like biochar and enhanced rock weathering, leading to higher rates of carbon sequestration in soils.",,no,Mitigation,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Identify soil health practice systems that can generate revenue/added value and identify diverse public and private funding sources.,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Develop a business case for practices: The State should identify practice systems that can generate revenue and/or added value to the farm, as well as identify a variety of public and private funding sources.",Economic development/funding identification action under AF11.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Developing revenue and funding pathways for soil health practices increases adoption of regenerative agriculture, which builds soil carbon and restores ecosystem function, reducing net greenhouse gas impacts.",,yes,Nature-Based Solutions,indirect
New_York_United_States,parent_with_subs,sub,Components of Strategy,Conduct consumer outreach campaigns and marketing efforts to make regenerative practice efforts visible (including expanding regenerative practices in programs like New York Grown & Certified).,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Educate consumers: AGM should make efforts visible to the public through outreach campaigns making information more available, expand regenerative agricultural practices in marketing programs (such as New York Grown & Certified), and improve information provided to the public to help customers understand the practices involved in products they purchase.",Specific consumer education/marketing actions under AF11.,regenerative_agriculture_marketing_outreach → increased_adoption_of_regenerative_practices,"Outreach and labeling/marketing improve consumer awareness and demand for regenerative products, encouraging producers to adopt regenerative practices that enhance soil carbon and ecosystem health.",,no,Nature-Based Solutions,indirect
New_York_United_States,parent_with_subs,sub,Components of Strategy,"Expand education/outreach to farmers and farmworkers to support adoption and encourage coupling practices into systems, including peer-to-peer networking.",AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Educate farmers and farmworkers: AGM, SWCC, and SWCDs should expand education and outreach to include all farmers and farmworkers and to support practice adoption and encourage coupling of practices into systems for maximum benefit. They should support farm-to-farm and peer-to-peer networking to elevate long-term adoption of soil health management practice systems (such as through local farmer discussion groups).",Detailed education/networking interventions under AF11.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Education, outreach, and peer-to-peer support increase adoption of soil health management practices, which builds soil carbon and restores ecosystem function.",,no,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Support agricultural and soil health instruction in schools and connect students with farms and ecological benefits of healthy soils.,AF11 promotes adoption of soil health practice systems (regenerative practices) to reduce net GHG emissions and increase carbon sequestration through combinations of soil health management practices supported via AEM/CRF and related programs.,standalone parent policy,"- Educate students: AGM, SWCC, SWCDs, and partners such as Cornell CALS and CCE should support agricultural and soil health instruction in schools and connect students with farms and farmers and the knowledge of the ecological benefit of healthy soils.",Education program support under AF11 with responsible parties.,soil_health_education_program → soil_carbon_and_ecosystem_restoration,"Provide agricultural and soil health education that builds awareness and capacity, leading over time to wider use of soil-health practices that increase soil carbon and improve ecosystem resilience.",,no,Nature-Based Solutions,indirect
New_York_United_States,parent_with_subs,parent,AF12. Increase Adoption of Agroforestry,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,,standalone parent policy,"Adding trees into areas of agricultural production increases carbon sequestration and other environmental benefits. Current programs, technical services, and support should be leveraged to increase agroforestry adoption while new programs, increased investment in technical support, and capacity will be necessary.",Named strategy with a 'Components of Strategy' list; constitutes an umbrella policy.,agroforestry_adoption_support → carbon_sequestration_increase,"Provide programs, investment, and technical assistance to increase adoption of agroforestry, leading to more trees on agricultural land and higher carbon sequestration.",Mitigation,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Expand SWCD and partner capacity to support on-farm implementation of GHG reduction and sequestration practices.,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,- Increase SWCD capacity: The State should expand capacity of SWCDs and partners to aid onfarm implementation of GHG emissions reduction and sequestration management practices.,Capacity expansion commitment listed under AF12.,regenerative_agriculture → soil_carbon_and_ecosystem_restoration,"Expand technical/support capacity so more farms adopt GHG-reducing and carbon-sequestering practices, increasing soil carbon storage and lowering land-based emissions.",,no,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Expand the CRF program to incentivize agroforestry and set acreage targets for priority practices.,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,- Increase adoption of practices: AGM and SWCC should expand the CRF program to incentivize agroforestry and set acreage targets for priority practices.,Explicit program expansion plus quantified element (acreage targets) under AF12.,agroforestry_incentives → carbon_sequestration_and_ecosystem_restoration,"Expand incentives for agroforestry so more land adopts tree-integrated farming systems, increasing biomass and soil carbon storage while improving ecosystem resilience.",Mitigation,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,"Emphasize and expand forested riparian buffers through AgNPS, Source Water Buffer Program, Trees for Tributaries, and USDA CRP/CREP.",AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,"- Increase riparian buffers: AGM and SWCC should continue to emphasize forested buffers through the State's AgNPS and Source Water Buffer Program, DEC's Trees for Tributaries Program, and the USDA Conservation Reserve Program/Conservation Reserve Enhancement Program.",Specific continuation/emphasis across named programs under AF12.,riparian_buffer_restoration → ecosystem_and_carbon_preservation,"Expanding forested riparian buffers increases vegetation and soil carbon storage while protecting and restoring streamside ecosystems, contributing to climate mitigation and resilience.",Adaptation,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,"Expand programs to plan, design, and implement silvopasture systems with appropriate site/species selection.",AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,"- Increase silvopasturing: AGM, SWCC, DEC, SWCDs, and CCE should expand programs that plan, design, and implement silvopasture systems. Silvopasture systems integrate tress, livestock, and forage in intensively managed rotational grazing systems with a focus on proper site and species selection for adding trees to ensure appropriate and responsible implementation of silvopasture systems.",Concrete program expansion with implementation criteria under AF12.,silvopasture_expansion → soil_and_biomass_carbon_sequestration,"Expanding silvopasture adds trees to grazing lands, increasing carbon stored in vegetation and soils while enhancing ecosystem resilience.",,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,"Expand DEC funding for Trees for Tributaries, the Non-Agricultural NPS Program, and Division of Fish and Wildlife Programs.",AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,"- Expand funding for existing programs: DEC should expand the Trees for Tributaries Program, the Non-Agricultural NPS Program, and Division of Fish and Wildlife Programs.",Direct funding expansion commitment under AF12.,watershed_restoration_funding → water_quality_and_ecosystem_resilience,"Expand funding for riparian/tree and nonpoint-source watershed programs to restore habitat and reduce runoff impacts, improving water quality and ecosystem resilience to climate stressors.",Mitigation,yes,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Conduct field trials/pilot projects and expand education and technical assistance for alley cropping.,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,"- Advance alley cropping practices: AGM, SWCC, SWCDs, and partners such as Cornell CALS, SUNY ESF, and CCE should conduct field trials and pilot projects and expand landowner and farmworker education and technical assistance for alley cropping.",Specific R&D pilots and outreach actions under AF12.,agroforestry_alley_cropping_support_program → soil_and_biomass_carbon_sequestration,"Provide pilots, education, and technical assistance to increase alley cropping adoption, which adds trees to farmland and boosts soil and biomass carbon storage.",Adaptation,no,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Expand agroforestry education and technical assistance for beginning farmers and those planning generational transfer.,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,"- Expand education and technical assistance: AGM, along with partners such as Cornell CALS, CCE, SWCDs, should expand education and technical assistance for agroforestry practices for beginning farmers and farmers experiencing or planning for generational transfer.",Targeted TA expansion and audience specified under AF12.,agroforestry_technical_assistance → soil_and_biomass_carbon_sequestration,"Provide agroforestry education and technical assistance so more farmers adopt agroforestry practices, increasing carbon stored in soils and biomass and improving ecosystem resilience.",Adaptation,no,Nature-Based Solutions,direct
New_York_United_States,parent_with_subs,sub,Components of Strategy,Assist historically unrepresented and beginning farmers in securing long-term leases and farm transfers to enable perennial systems.,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,"- Support long-term agricultural land transfers: AGM, American Farmland Trust, and land trusts should assist farmers in securing long-term leasing and farm transfer to historically unrepresented and beginning farmers; long-term leases are required for long-term perennial systems.",Explicit assistance for land tenure/transfer linked to agroforestry adoption under AF12.,long_term_farmland_tenure_support → perennial_agriculture_adoption_and_soil_carbon_sequestration,"Supporting long-term farmland leases and transfers enables farmers to invest in perennial farming systems, which can increase soil and biomass carbon storage and improve ecosystem resilience.",Mitigation,yes,Nature-Based Solutions,indirect
New_York_United_States,parent_with_subs,sub,Components of Strategy,Assist farmers with business planning/modeling and supply chain development for new agroforestry products.,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,- Support business planning and market development: AGM and SWCC should assist farmers with business planning and modeling for value-added practices in agroforestry. They should assist to expand supply chain development for new products in agroforestry.,Business planning and supply chain development actions under AF12.,agroforestry_market_development_support → agroforestry_adoption_and_carbon_sequestration,"Provide business planning and supply-chain support for agroforestry products to increase agroforestry adoption, leading to greater on-farm carbon sequestration and ecosystem resilience.",,yes,Nature-Based Solutions,indirect
New_York_United_States,parent_with_subs,sub,Components of Strategy,Conduct outreach to financial lenders and insurance providers on environmental and economic benefits of agroforestry.,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,- Conduct outreach to financial lenders: AGM should work with partners such as CCE and Cornell CALS to conduct outreach on the environmental and potential economic benefits of agroforestry systems to financial lenders and insurance providers.,Clear outreach activity with target stakeholders under AF12.,agroforestry_finance_outreach → agroforestry_adoption_enabling,"Outreach to lenders and insurers is intended to improve access to financing and risk coverage for agroforestry, enabling broader adoption that enhances carbon sequestration and ecosystem resilience.",,yes,Nature-Based Solutions,indirect
New_York_United_States,parent_with_subs,sub,Components of Strategy,Collaborate with federal partners to better align federal and State policy priorities for agroforestry.,AF12 increases adoption of agroforestry by leveraging existing programs and expanding investment and technical support to overcome barriers and increase carbon sequestration.,standalone parent policy,- Collaborate with federal partners: The State should collaborate with federal partners to better align federal and State policy priorities.,Explicit coordination action included as a component under AF12.,agroforestry_support_and_alignment → soil_and_biomass_carbon_sequestration,"Aligning state and federal priorities to support agroforestry increases tree integration on farms, which enhances soil and biomass carbon storage and associated ecosystem benefits.",Mitigation,no,Nature-Based Solutions,indirect
New_York_United_States,parent_with_subs,parent,AF14. Monitor and Benchmark Agricultural Greenhouse Gas Emissions,"AF14 establishes annual monitoring and benchmarking of agricultural GHG mitigation, sequestration, and adaptation performance, including farm-level benchmarking and aggregated public reporting.",,standalone parent policy,"Annual monitoring and benchmarking of GHG emissions mitigation, carbon sequestration, and adaptation performance across applicable areas of management on farms in New York is critical to determining success in meeting targets and providing further insight into what strategies lead to the greatest achievements.","Named strategy with detailed components including funding, methods, outreach, and data delivery.",agricultural_monitoring_benchmarking → management_improvement_and_accountability_signal,"Establishing farm-level monitoring, benchmarking, and public reporting provides data and accountability signals that enable improved agricultural management decisions for mitigation, sequestration, and adaptation.",,no,Mitigation,direct
New_York_United_States,parent_with_subs,sub,Components of the Strategy,"Establish funding for an agricultural benchmarking and monitoring program for GHG emissions via a partnership including Cornell CALS, CCE, SWCDs, farmer groups, and industry groups.","AF14 establishes annual monitoring and benchmarking of agricultural GHG mitigation, sequestration, and adaptation performance, including farm-level benchmarking and aggregated public reporting.",standalone parent policy,"- Establish funding: AGM and DEC should establish funding for an agricultural benchmarking and monitoring program for GHG emissions. This should be a partnership effort among groups such as Cornell CALS, CCE, SWCDs, famer groups, and agricultural industry groups.",Direct funding commitment under AF14.,environmental_monitoring_system → adaptation_planning_support,"Funding agricultural GHG benchmarking and monitoring improves emissions data and accountability, enabling better targeting and planning of mitigation/adaptation actions.",,yes,Adaptation,direct
New_York_United_States,parent_with_subs,sub,Components of the Strategy,"Develop methods for monitoring and benchmarking agricultural emissions, including staffing and an advisory committee, with benchmarking at farm, county, and State levels using anonymous comparisons.","AF14 establishes annual monitoring and benchmarking of agricultural GHG mitigation, sequestration, and adaptation performance, including farm-level benchmarking and aggregated public reporting.",standalone parent policy,"- Monitoring and benchmarking: AGM should develop methods for monitoring and benchmarking (including program staff and advisory committee). Benchmarking at the farm level for farmer use should be based on comparisons with the farm's historical performance as well as the performance of similar types of farms (each kept anonymous). Benchmarking should also occur at the county and State level with aggregated, anonymous data based on comparisons with our historical performance.",Specific methodological design commitments under AF14.,agricultural_emissions_benchmarking → mitigation_action_enablement,"Create anonymized agricultural emissions monitoring and benchmarking so farms and governments can compare performance over time and against peers, enabling targeted emissions-reduction actions.",,no,Mitigation,direct
New_York_United_States,parent_with_subs,sub,Components of the Strategy,Introduce the monitoring and benchmarking program to farmers and farm advisors via outreach.,"AF14 establishes annual monitoring and benchmarking of agricultural GHG mitigation, sequestration, and adaptation performance, including farm-level benchmarking and aggregated public reporting.",standalone parent policy,- Outreach: AGM and SWCC should introduce monitoring and benchmarking program with farmers and farm advisors.,Outreach action explicitly listed under AF14.,agricultural_monitoring_benchmarking_outreach → farm_management_emissions_reduction_enabling,"Outreach increases farmer and advisor uptake of monitoring and benchmarking, enabling better farm management decisions that can reduce agricultural emissions over time.",,no,Mitigation,indirect
New_York_United_States,parent_with_subs,sub,Components of the Strategy,"Deliver confidential farm-scale data summaries and aggregated public summaries on BMP implementation and estimated GHG mitigation/sequestration, and develop additional performance metrics via an advisory committee/expert panel.","AF14 establishes annual monitoring and benchmarking of agricultural GHG mitigation, sequestration, and adaptation performance, including farm-level benchmarking and aggregated public reporting.",standalone parent policy,- Make data available: AGM should deliver data summaries of BMP implementation and associated estimates of GHG mitigation or sequestration levels for confidential farm-scale use and aggregated summaries for public use. Additional key performance metrics would be developed by the advisory committee/expert panel.,Concrete data delivery and metric development commitments under AF14.,environmental_monitoring_system → adaptation_planning_support,"Collecting and publishing aggregated BMP and GHG-impact data (with confidential farm-level reporting) creates an environmental monitoring and metrics system that supports decision-making, oversight, and improved climate planning.",Nature-Based Solutions,no,Adaptation,direct
