role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale,primary_category,is_financial_instrument,climate_relevance,secondary_category
sub,Enable building and personal vehicle electrification,Electrify 30% of total existing residential buildings by 2035.,"## Electrify 30% of total existing residential buildings by 2035

To achieve this goal, the City and its private, nonprofit, and public-sector partners will support homeowners and landlords in installing new electric heat pumps for heating, cooling, and hot water. Weatherization and other efficiency measures should be in place in parallel to electrification to make energy bills affordable.",ACTIONS,This is a quantified building electrification target with a deadline under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,Resource Efficiency
sub,Enable building and personal vehicle electrification,Electrify 20% of total existing industrial buildings by 2035.,"## Electrify 20% of total existing industrial buildings by 2035

Helping industrial facility owners identify and invest in available equipment alternatives are key to achieving this strategy.",ACTIONS,"This is a quantified industrial electrification target under the parent strategy. It qualifies as a policy action, though implementation detail is limited.",Mitigation,False,direct,
sub,Enable building and personal vehicle electrification,Electrify 10% of total existing commercial buildings by 2035.,"## Electrify 10% of total existing commercial buildings by 2035

The ease of electrifying commercial buildings depends on many factors, including building size. Medium- and large-sized commercial buildings with central heating systems face more complexity, including a potential need to upgrade electrical service to handle the added load.",ACTIONS,This is a quantified commercial electrification target under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
sub,Enable building and personal vehicle electrification,Electrify 90% of total existing City-owned buildings by 2035.,"## Electrify 90% of total existing City-owned buildings by 2035

Because electrifying buildings requires new equipment and workforce techniques, the City can spur local capacity by transitioning most of its own buildings.",ACTIONS,This is a quantified municipal building electrification target under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
sub,Enable building and personal vehicle electrification,"Enable 2,500 new public passenger electric vehicle charging stations by 2035.","## Enable 2,500 new public passenger electric vehicle charging stations by 2035

In coordination with private and public electric vehicle charger operators and building owners, the City will enable the installation of 2,500 new commercial-grade, Level 2 public passenger electric vehicle charging stations by 2035, with priority given to low- and middle-income communities.",ACTIONS,This is a quantified EV charging infrastructure target with a deadline under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
parent,,Align building codes and standards with climate best practices through vegetative cover policies and net-zero-carbon construction.,"## ALIGN BUILDING CODES AND STANDARDS WITH CLIMATE BEST PRACTICES

To support Chicago's transition to a low-carbon future, the City must modernize its planning, zoning, and building codes. City planning policies and regulations must be aligned with goals and priorities outlined in the 2022 CAP.",ALIGN BUILDING CODES AND STANDARDS WITH CLIMATE BEST PRACTICES,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Resource Efficiency,False,direct,Mitigation
sub,Align building codes and standards with climate best practices,"Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023.","## Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023

By 2023, the City will enable green-roof and green-wall installations, tree planting, and other vegetative cover on both existing buildings and new construction. Expanding and protecting Chicago's green spaces reduces urban heat, improves air quality, and decreases GHG emissions.",ACTIONS,This is a dated policy reform action under the parent strategy. It explicitly uses ecological mechanisms and names urban heat and GHG reductions.,Nature-Based Solutions,False,direct,Adaptation
sub,Align building codes and standards with climate best practices,Enable net-zero-carbon construction by 2040.,"## Enable net-zero-carbon construction by 2040

Net-zero construction standards can dramatically reduce built environment GHG emissions. In addition to targeting energy-related emissions once buildings are in use, net-zero-carbon construction incentives will also target embodied carbon-the emissions associated with the production, transportation, and disposal of building materials and the building construction process.",ACTIONS,This is a dated construction standard/incentive commitment under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
parent,,Decommission fossil power through a transition strategy for peaker plants and replacement with cleaner alternatives.,"## DECOMMISSION FOSSIL POWER

The City must also look to where our energy is being produced and how it is being produced. Illinois continues to rely on fossil-fueled power plants for backup power generation when energy demand is extremely high.",DECOMMISSION FOSSIL POWER,"This is a named strategy with a specific action beneath it, so it should be extracted as a parent policy.",Mitigation,False,direct,
sub,Decommission fossil power,Develop a fossil-fuel plants transition strategy by 2024.,"## Develop a fossil-fuel plants transition strategy by 2024

By 2024, the City will develop a peaker plant (power plant used only when there is a high demand for electricity) transition strategy with guidance for an equitable, safe, and inclusive process. Transitioning to the use of alternatives such as battery storage and renewable energy will reduce emissions and alleviate the burden of legacy pollution exposure.",ACTIONS,This is a dated strategy-development commitment under the parent strategy. It is concrete enough because it specifies the deliverable and timeline.,Mitigation,False,direct,
parent,,Enable interconnection and storage through energy storage deployment and demand response expansion.,"## ENABLE INTERCONNECTION AND STORAGE

To ensure that cleaning our electric grid enhances power reliability and resiliency, Chicago will increase energy storage and distribution, and will promote better demand response during periods of peak electricity usage.",ENABLE INTERCONNECTION AND STORAGE,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Adaptation,False,direct,Mitigation
sub,Enable interconnection and storage,Ensure 150 megawatts of energy storage by 2025.,"## Ensure 150 megawatts of energy storage by 2025

Investing in energy storage capacity is necessary to enable a full transition to renewable energy. By working with partners to build energy storage, the City can prioritize enhancing reliability in communities particularly susceptible to climate-related power-loss events.",ACTIONS,This is a quantified storage target with a deadline under the parent strategy. It explicitly addresses reliability and climate-related power-loss events.,Adaptation,False,direct,Mitigation
sub,Enable interconnection and storage,"Invest in 1,000 megawatts of demand response by 2024, and 3,000 megawatts by 2035.","## Invest in 1,000 megawatts of demand response by 2024, and 3,000 megawatts by 2035

By achieving 1,000 megawatts of new energy demand reduction capacity by 2030, and increasing to 3,000 megawatts by 2040, Chicagoans will be better protected during extreme weather events, when electrical grids are unable to supply enough power to meet surge in demand. Effective energy demand reduction programs can not only reduce energy consumption and make our grid more reliable but can also reduce emissions by decreasing reliance on Chicago's peaker plants.",ACTIONS,"This is a quantified demand-response target under the parent strategy. The text contains an internal year inconsistency, but it is still a concrete policy commitment.",Adaptation,False,direct,Mitigation
parent,,"Collect relevant data on energy burden, water and soil quality, and air quality to guide equitable climate action.","## COLLECT RELEVANT DATA

Energy burden, water quality, soil quality, and air quality data can be used to measure the equity of climate action across Chicago neighborhoods. Data will be collected by community area, where possible, to show decision-makers where and how their decisions most affect residents.",COLLECT RELEVANT DATA,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Adaptation,False,indirect,
sub,Collect relevant data,Report energy burden by community area by 2023.,"## Report energy burden by community area by 2023

The City will analyze energy reports and other data sources to identify where building retrofits or energy subsidies are most needed. Tracking this data over time will also measure progress toward achieving the City's equity goals.",ACTIONS,This is a dated reporting commitment under the parent strategy. It is a concrete governance action.,Adaptation,False,indirect,
sub,Collect relevant data,Develop a water and soil quality measurement and mitigation strategy by 2023.,"## Develop a water and soil quality measurement and mitigation strategy by 2023

In partnership with City-operated facilities, sister agencies, and community-based organizations, proactive measurement, public reporting, and application of water and soil quality data can inform where infrastructure improvements are needed and help prioritize investments to ensure healthy, safe, and vibrant communities.",ACTIONS,This is a dated strategy-development commitment under the parent strategy. It is concrete enough to qualify as a policy.,Adaptation,False,indirect,
sub,Collect relevant data,Establish a robust outdoor air quality monitoring network by 2025.,"## Establish a robust outdoor air quality monitoring network by 2025

Measuring and reporting air quality at various sites such as CTA bus and 'L' stations, schools, or city facilities will demonstrate the impact of the City's climate investments and the modernization of planning policies. In addition, a monitoring network will help identify where more action is needed to ensure all residents have access to healthy air.",ACTIONS,This is a dated monitoring-network commitment under the parent strategy. It is a concrete policy action.,Adaptation,False,indirect,
parent,,"Enable data-driven decision-making through just transition metrics, climate justice criteria, heat vulnerability analysis, quality-of-life metrics, and emergency preparedness assessment.","## ENABLE DATA-DRIVEN DECISION-MAKING

Achieving equity across neighborhoods will require that City policymakers and implementers have relevant and accurate data when making decisions. By integrating decision-making with equity criteria, City decisions can be made to objectively prioritize health outcomes.",ENABLE DATA-DRIVEN DECISION-MAKING,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Adaptation,False,indirect,
sub,Enable data-driven decision-making,Publish clean energy just transition metrics by 2022.,"## Publish clean energy just transition metrics by 2022

A collaboration between diverse, local stakeholders affected by the clean-energy transition will support the optimal alignment and application of the parameters set forth in the Climate and Equitable Jobs Act (CEJA).",ACTIONS,This is a dated metrics publication commitment under the parent strategy. It is a concrete governance action.,Adaptation,False,indirect,
sub,Enable data-driven decision-making,Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023.,"## Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023

The City will work with stakeholders to identify key health, resilience, climate, and equity criteria to assess. Leaning upon lessons from the We Will Chicago strategic planning process and OERJ's work to support departmental equity strategic plans, the City will develop a standard practice that can be used to support departments' assessments and refine their strategies.",ACTIONS,This is a dated institutional integration commitment under the parent strategy. It is a concrete policy action affecting planning and budgeting.,Adaptation,False,direct,
sub,Enable data-driven decision-making,"Develop a Heat Vulnerability Index and integrate it into planning and development, community safety, and public health planning processes beginning in 2023.","## Develop a Heat Vulnerability Index and integrate into planning and development, community safety, and public health planning processes beginning in 2023

Climate science indicates that Chicagoland will continue to experience more days of extreme heat and increased precipitation. Therefore, it is important to proactively consider how these climate shifts will affect vulnerable communities and to explore diverse pathways for mitigation and adaptation.",ACTIONS,This is a dated adaptation planning tool under the parent strategy. It clearly qualifies as a policy action.,Adaptation,False,direct,
sub,Enable data-driven decision-making,Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023.,"## Publish citywide and community-level qualityof-life metrics on equity and sustainability by 2023

The City will work with community groups and frontline leaders to identify metrics that meaningfully reflect community needs, aspirations, and well-being. These metrics will be measured and publicly reported every year.",ACTIONS,This is a dated reporting commitment under the parent strategy. It is a concrete governance action.,Adaptation,False,indirect,
sub,Enable data-driven decision-making,Assess and optimize community-level emergency management strategies related to climate preparedness by 2024.,"## Assess and optimize community-level emergency management strategies related to climate preparedness by 2024

As Chicago invests in climate resiliency and adaptation, it is critical that OEMC and relevant partners intentionally consider how to prepare and service communities that will feel the pressures of a climate hazard first and longest, and that have the greatest needs for a full recovery.",ACTIONS,This is a dated emergency preparedness commitment under the parent strategy. It clearly qualifies as an adaptation policy action.,Adaptation,False,direct,
parent,,Enable community resiliency through community-led climate infrastructure projects and integration with hazard mitigation planning.,"## ENABLE COMMUNITY RESILIENCY

By co-designing resiliency projects with community members, local civic leaders, and businesses, initiatives can stem from a shared understanding of historic events, community needs, and other critical insights unique to that community. By prioritizing community collaboration and equitable capacity-building, the City enables more efficient and effective community response during the times when every minute counts.",ENABLE COMMUNITY RESILIENCY,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Adaptation,False,direct,
sub,Enable community resiliency,Resource community-led climate infrastructure projects by 2022.,"## Resource community-led climate infrastructure projects by 2022

Pairing citywide infrastructure investments with community-designed resiliency projects creates more effective and relevant projects to those living within a community. By engaging residents and local leadership in project design, development, and implementation, the City can foster deeper relationships with those experiencing the climate hazards most directly and better serve those communities.",ACTIONS,"This is a dated resourcing commitment under the parent strategy. The mechanism is somewhat broad, but it clearly commits support for a named intervention.",Adaptation,True,direct,
sub,Enable community resiliency,Integrate community resiliency strategies with the City's hazard mitigation planning by 2023.,"## Integrate community resiliency strategies with the City's hazard mitigation planning by 2023

As a part of the next planning cycle, the Office of Emergency Management and Communications (OEMC) will continue to explicitly develop resiliency goals and metrics to reduce the social, economic, and environmental impacts of disasters with a particular analysis of how to foster greater community resiliency during times of crisis.",ACTIONS,This is a dated planning integration commitment under the parent strategy. It clearly qualifies as an adaptation policy action.,Adaptation,False,direct,
individual,,Support a 3-year review and revision cycle of the 2022 CAP targets.,"Our strategy will include:

- Supporting a 3-year review and revision cycle of the 2022 CAP targets
- Formalizing the plan's actions through legislation and policy co-designed with local stakeholders",ACCOUNTABILITY AND IMPLEMENTATION,This is a concrete accountability commitment with a defined review cycle. It is a governance policy rather than a sectoral climate measure.,Adaptation,False,indirect,
individual,,Formalize the plan's actions through legislation and policy co-designed with local stakeholders.,"Our strategy will include:

- Supporting a 3-year review and revision cycle of the 2022 CAP targets
- Formalizing the plan's actions through legislation and policy co-designed with local stakeholders",ACCOUNTABILITY AND IMPLEMENTATION,This is a concrete governance commitment to convert plan actions into legislation and policy. It qualifies as a policy lever for implementation.,Adaptation,False,indirect,
individual,,Leverage and/or optimize the use of the City's racial equity impact assessment tools for equitable implementation of climate actions.,"- Leveraging and/or optimizing the use of the City's racial equity impact assessment tools for equitable implementation of climate actions
- Integrating relevant climate, resilience, sustainability, and environmental metrics into citywide planning reporting platforms",ACCOUNTABILITY AND IMPLEMENTATION,"This is a specific implementation commitment tied to a named governance tool. It is concrete enough to qualify as policy, though not sector-specific.",Adaptation,False,indirect,
individual,,"Integrate relevant climate, resilience, sustainability, and environmental metrics into citywide planning reporting platforms.","- Integrating relevant climate, resilience, sustainability, and environmental metrics into citywide planning reporting platforms
- Co-developing meaningful key performance indicators, evaluation processes, and reporting strategies in coordination with diverse stakeholders",ACCOUNTABILITY AND IMPLEMENTATION,This is a concrete reporting-system commitment. It qualifies as a governance policy supporting climate implementation.,Adaptation,False,indirect,
individual,,"Co-develop meaningful key performance indicators, evaluation processes, and reporting strategies with diverse stakeholders.","- Co-developing meaningful key performance indicators, evaluation processes, and reporting strategies in coordination with diverse stakeholders
- Fostering collaborative partnerships between communities and with City representatives to effectively monitor and refine CAP initiatives based on community-level assessments",ACCOUNTABILITY AND IMPLEMENTATION,This is a concrete accountability commitment with named outputs. It qualifies as a governance policy supporting climate implementation.,Adaptation,False,indirect,
individual,,Foster collaborative partnerships between communities and City representatives to monitor and refine CAP initiatives based on community-level assessments.,"- Co-developing meaningful key performance indicators, evaluation processes, and reporting strategies in coordination with diverse stakeholders
- Fostering collaborative partnerships between communities and with City representatives to effectively monitor and refine CAP initiatives based on community-level assessments",ACCOUNTABILITY AND IMPLEMENTATION,"This is a concrete implementation commitment focused on monitoring and refinement. It qualifies as a governance policy, though less operationally specific than sectoral actions.",Adaptation,False,indirect,
