location,role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale
Chicago_US,sub,Pillar 4 Strategy 1: 100% clean renewable energy,Achieve 100% clean renewable energy community-wide by 2035.,“Achieve 100%clean renewable energy community-wide by 2035”,CLIMATE ACTION STRATEGIES,Citywide 100% clean electricity target with deadline.,Mitigation,False,direct,
Chicago_US,parent,,Pillar 4 Strategy 2: Enable building and personal vehicle electrification (policy support and electrification targets by sector; EV charging expansion).,“2. Enable buildingand personal vehicle electrification | A. Enact policies that support electrified renovations and newconstruction by 2023 B. Electrify 30%oftotal existing residential buildings by 2035 C. Electrify 20%oftotal existing industrial buildings by 2035 D. Electrify 10%of total existing commercial buildings by 2035 E. Electrify 90%oftotal existing City-owned buildings by 2035”,CLIMATE ACTION STRATEGIES,Named strategy with multiple quantified electrification targets and deadlines; parent container.,Mitigation,False,direct,
Chicago_US,sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification,Enact policies that support electrified renovations and new construction by 2023.,“Enact policies that support electrified renovations and newconstruction by 2023”,CLIMATE ACTION STRATEGIES,Regulatory/policy commitment with deadline to enable electrification.,Mitigation,False,direct,
Chicago_US,sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification,Electrify 30% of total existing residential buildings by 2035.,“Electrify 30%oftotal existing residential buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified electrification target with deadline.,Mitigation,False,direct,
Chicago_US,sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification,Electrify 20% of total existing industrial buildings by 2035.,“Electrify 20%oftotal existing industrial buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified electrification target with deadline.,Mitigation,False,direct,
Chicago_US,sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification,Electrify 10% of total existing commercial buildings by 2035.,“Electrify 10%of total existing commercial buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified electrification target with deadline.,Mitigation,False,direct,
Chicago_US,sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification,Electrify 90% of total existing City-owned buildings by 2035.,“Electrify 90%oftotal existing City-owned buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified electrification target with deadline for City buildings.,Mitigation,False,direct,
Chicago_US,sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification,"Enable 2,500 new public passenger electric vehicle charging stations by 2035.","“Enable 2,500 new public passenger electric vehicle charging stations by 2035”",CLIMATE ACTION STRATEGIES,Quantified infrastructure target with deadline; enables EV adoption.,Mitigation,False,direct,
Chicago_US,parent,,Pillar 4 Strategy 3: Align building codes and standards with climate best practices (green roofs/walls/vegetation policies; net-zero-carbon construction).,"“3. Align building codes and standards with climate best practices | A. Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023 B. Enable net-zero-carbon construction by 2040”",CLIMATE ACTION STRATEGIES,Named strategy with two dated sub-actions; parent container.,Mitigation,False,direct,Nature-Based Solutions
Chicago_US,sub,Pillar 4 Strategy 3: Align building codes and standards with climate best practices,"Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023.","“Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023”",CLIMATE ACTION STRATEGIES,Policy strengthening with deadline; explicit vegetative cover interventions.,Nature-Based Solutions,False,direct,Adaptation
Chicago_US,sub,Pillar 4 Strategy 3: Align building codes and standards with climate best practices,Enable net-zero-carbon construction by 2040.,“Enable net-zero-carbon construction by 2040”,CLIMATE ACTION STRATEGIES,Clear construction standard/target with deadline; mitigation via operational and embodied carbon reductions.,Mitigation,False,direct,
Chicago_US,parent,,Pillar 4 Strategy 4: Decommission fossil power (develop transition strategy for fossil-fuel plants).,“4. Decommission fossil power | A. Develop a fossil-fuel plants transition strategy by 2024”,CLIMATE ACTION STRATEGIES,Named strategy with a dated action; parent container.,Mitigation,False,direct,
Chicago_US,sub,Pillar 4 Strategy 4: Decommission fossil power,Develop a fossil-fuel plants transition strategy by 2024.,“Develop a fossil-fuel plants transition strategy by 2024”,CLIMATE ACTION STRATEGIES,Specific planning deliverable with deadline to enable fossil plant retirement.,Mitigation,False,direct,
Chicago_US,parent,,Pillar 4 Strategy 5: Enable interconnection and storage (energy storage and demand reduction targets).,"“5. Enable interconnection | A. Ensure 150 megawatts of energy storage by 2025 B. Encourage 1,000 megawattsofnewenergydemand reduction by 2030, and 3,000 megawatts by 2040”",CLIMATE ACTION STRATEGIES,Named strategy with quantified sub-actions and deadlines; parent container.,Mitigation,False,direct,Adaptation
Chicago_US,sub,Pillar 4 Strategy 5: Enable interconnection and storage,Ensure 150 megawatts of energy storage by 2025.,“Ensure 150 megawatts of energy storage by 2025”,CLIMATE ACTION STRATEGIES,Quantified storage capacity target with deadline; supports renewable integration and reliability.,Mitigation,False,direct,Adaptation
Chicago_US,sub,Pillar 4 Strategy 5: Enable interconnection and storage,"Encourage 1,000 megawatts of new energy demand reduction by 2030 and 3,000 megawatts by 2040.","“Encourage 1,000 megawattsofnewenergydemand reduction by 2030, and 3,000 megawatts by 2040”",CLIMATE ACTION STRATEGIES,Quantified demand reduction targets with deadlines; reduces peak fossil generation and improves resilience during extreme weather.,Resource Efficiency,False,direct,Adaptation
Chicago_US,parent,,"Pillar 5 Strategy 1: Collect relevant data (energy burden reporting, water/soil strategy, outdoor air monitoring network).",“5 | 1. Collect relevant data | A. Report energy burden by community area by 2023 B. Develop a water and soil quality measurement and miti- gation strategy by 2023 C. Establish a robust outdoor air quality monitoring network by 2025”,CLIMATE ACTION STRATEGIES,Named strategy with dated sub-actions; parent container for monitoring and measurement policies.,Adaptation,False,indirect,
Chicago_US,sub,Pillar 5 Strategy 1: Collect relevant data,Report energy burden by community area by 2023.,“Report energy burden by community area by 2023”,CLIMATE ACTION STRATEGIES,Specific reporting commitment with deadline; supports equity targeting of climate programs.,Adaptation,False,indirect,
Chicago_US,sub,Pillar 5 Strategy 1: Collect relevant data,Develop a water and soil quality measurement and mitigation strategy by 2023.,“Develop a water and soil quality measurement and miti- gation strategy by 2023”,CLIMATE ACTION STRATEGIES,Specific strategy development with deadline; addresses environmental risks relevant to climate justice and resilience.,Adaptation,False,indirect,
Chicago_US,sub,Pillar 5 Strategy 1: Collect relevant data,Establish a robust outdoor air quality monitoring network by 2025.,“Establish a robust outdoor air quality monitoring network by 2025”,CLIMATE ACTION STRATEGIES,Specific monitoring network commitment with deadline; supports tracking pollution and climate co-benefits.,Adaptation,False,indirect,
Chicago_US,parent,,Pillar 5 Strategy 2: Enable data-driven decision-making (publish just transition metrics; integrate resilience/justice criteria into planning and budgets; heat vulnerability index; quality-of-life metrics; optimize emergency management for climate preparedness).,"“5 | 2. Enable data-driven decision-making | A. Publish clean energy just transition metrics by 2022 B. Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023 C. Develop a Heat Vulnerability Index and integrate into planning and development, community safety, and public health planning processes beginning in 2023”",CLIMATE ACTION STRATEGIES,Named strategy with multiple dated sub-actions; parent container.,Adaptation,False,direct,
Chicago_US,sub,Pillar 5 Strategy 2: Enable data-driven decision-making,Publish clean energy just transition metrics by 2022.,“Publish clean energy just transition metrics by 2022”,CLIMATE ACTION STRATEGIES,Specific publication deliverable with deadline; supports equitable implementation of mitigation transition.,Adaptation,False,indirect,
Chicago_US,sub,Pillar 5 Strategy 2: Enable data-driven decision-making,Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023.,“Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023”,CLIMATE ACTION STRATEGIES,Institutionalizes criteria into planning and budgeting with a deadline; governance policy for climate equity.,Adaptation,False,direct,
Chicago_US,sub,Pillar 5 Strategy 2: Enable data-driven decision-making,"Develop a Heat Vulnerability Index and integrate it into planning and development, community safety, and public health planning processes beginning in 2023.","“Develop a Heat Vulnerability Index and integrate into planning and development, community safety, and public health planning processes beginning in 2023”",CLIMATE ACTION STRATEGIES,Specific index development and integration commitment with start date; direct adaptation to extreme heat.,Adaptation,False,direct,
Chicago_US,sub,Pillar 5 Strategy 2: Enable data-driven decision-making,Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023.,“Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023”,CLIMATE ACTION STRATEGIES,Specific publication commitment with deadline; supports accountability for climate equity outcomes.,Adaptation,False,indirect,
Chicago_US,sub,Pillar 5 Strategy 2: Enable data-driven decision-making,Assess and optimize community-level emergency management strategies related to climate preparedness by 2024.,“Assess and optimize community-level emergency management strategies related to climate preparedness by 2024”,CLIMATE ACTION STRATEGIES,Specific assessment/optimization commitment with deadline; direct climate preparedness adaptation action.,Adaptation,False,direct,
Chicago_US,parent,,Pillar 5 Strategy 3: Enable community resiliency (resource community-led climate infrastructure projects; integrate resiliency strategies with hazard mitigation planning).,“5 | 3. Enable community resiliency | A. Resource community-led climate infrastructure projects by 2022 B. Integrate community resiliency strategies with the City's hazard mitigation planning by 2023”,CLIMATE ACTION STRATEGIES,Named strategy with dated sub-actions; parent container.,Adaptation,False,direct,
Chicago_US,sub,Pillar 5 Strategy 3: Enable community resiliency,Resource community-led climate infrastructure projects by 2022.,“Resource community-led climate infrastructure projects by 2022”,CLIMATE ACTION STRATEGIES,Specific resourcing commitment with deadline; adaptation/resilience enabling action (funding amount not specified).,Adaptation,False,direct,
Chicago_US,sub,Pillar 5 Strategy 3: Enable community resiliency,Integrate community resiliency strategies with the City's hazard mitigation planning by 2023.,“Integrate community resiliency strategies with the City's hazard mitigation planning by 2023”,CLIMATE ACTION STRATEGIES,Specific integration commitment with deadline; direct resilience planning policy.,Adaptation,False,direct,
Chicago_US,individual,,Allocate $6 million to retrofit and decarbonize 200 multifamily affordable housing units in underserved communities.,“Decarbonize Affordable Multifamily Buildings | $6 million | Retrofit and decarbonize 200 multifamily affordable housing units in underserved communities.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Budget allocation with quantified deliverable; clear funded mitigation/efficiency program.,Mitigation,True,direct,Resource Efficiency
Chicago_US,individual,,Allocate $15 million to retrofit and decarbonize 250 low- or moderate-income homes in underserved communities.,“Low- or Moderate-Income (LMI) Housing Retrofits | $15 million | Retrofitanddecarbonize250LMIhomesinunderservedcommunities.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Budget allocation with quantified deliverable; funded building decarbonization.,Mitigation,True,direct,Resource Efficiency
Chicago_US,individual,,Allocate $10 million to expand the Neighborhood Power Project by completing deep retrofits in at least 10 community anchor buildings and developing a network of resiliency hubs.,“Neighborhood Power Project Expansion | $10 million | Completedeepretrofits in at least 10 communityanchorbuildings in neighborhoods that lack access to existing capital improvement funds. This program aims to develop a network of resiliency hubs throughout Chicago and provide energy education services and shelter during extreme weather.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"Budget allocation with specific deliverables (deep retrofits, resiliency hubs) and explicit extreme weather shelter function.",Adaptation,True,direct,Resource Efficiency
Chicago_US,individual,,Allocate $5 million for the Library Power Project to retrofit up to 10 Chicago Public Libraries and install solar panels.,"“Library Power Project | $5 million | Enable retrofits and install solar panels at up to 10 Chicago Public Libraries, mini - mizing utility costs and ensuring that we sustain our library assets for the long term.”",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"Budget allocation with quantified deliverable (up to 10 libraries) and named interventions (retrofits, solar).",Mitigation,True,direct,Resource Efficiency
Chicago_US,individual,,"Allocate $5 million to develop community solar on industrial roofs to power at least hundreds of households, prioritizing subscriptions in environmental justice/frontline/underserved communities near the sites.","“CommunitySolar on Industrial Roofs | $5 million | Generate solar energy to power at least hundreds of households via a community solar in an industrial community. Community solar subscriptions to be prioritized in environmental justice, frontline, and/or underserved communities that are in close proximity to the site(s).”",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Budget allocation with defined project type and equity targeting; mitigation via solar generation.,Mitigation,True,direct,
Chicago_US,individual,,"Allocate $46 million to plant 75,000 trees over 5 years in underserved community areas.","“Expand Canopy Coverage | $46 million | Plant 75,000 trees over 5 years in underserved community areas.”",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Budget allocation with quantified deliverable; nature-based solution with climate benefits.,Nature-Based Solutions,True,direct,
Chicago_US,individual,,Allocate $5 million for community green infrastructure investments including green alleys and targeted flood mitigation projects in flood-burdened communities.,“CommunityGreenInfrastructure Investments | $5 million | Install green alleys and develop targeted green infrastructure flood mitigation projects in flood-burdened communities.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Budget allocation with specific green infrastructure flood mitigation deliverables; direct adaptation.,Adaptation,True,direct,Nature-Based Solutions
Chicago_US,individual,,"Allocate $45,000 for a community composting pilot to install new community compost collection hubs in neighborhoods underserved by organics collection services.",“CommunityComposting Pilot | $45 thousand | Install new community compost collection hubs in neighborhoods underserved by organics collection services.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Budget allocation with specific deliverable; supports waste diversion and methane reduction.,Resource Efficiency,True,direct,Mitigation
Chicago_US,individual,,"Allocate $8.3 million for City fleet and building decarbonization by investing in municipal fleet electrification combined with EV charging, prioritizing pollution-burdened neighborhoods.",“City Fleet and Building Decarbonization | $8.3 million | Invest in municipal fleet electrification combined with electric vehicle charging. This program will prioritize fleet electrification in pollution-burdened neighborhoods.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Budget allocation with specific intervention (fleet electrification + charging) and prioritization criteria.,Mitigation,True,direct,
Chicago_US,individual,,"Allocate $10 million for low-carbon mobility projects expanding bike/micromobility and walkability investments, including providing 5,000 bikes, helmets, and locks to underserved Chicagoans.","“Low-Carbon Mobility Projects | $10 million | Expansion of bike and micromobility infrastructure and walkability investments in priority communities. This project will provide 5,000 bikes, helmets, and locks to underserved Chicagoans.”",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"Budget allocation with specific deliverables (5,000 bikes etc.) and infrastructure expansion; supports mode shift.",Resource Efficiency,True,direct,
Chicago_US,individual,,Allocate $24 million to invest in a citywide air monitoring network and partially remediate the former Schroud Superfund site.,“Air Quality Monitoring and Land Remediation Project | $24 million | Investment in a Citywide air monitoring network and partial remediation of the former Schroud Superfund site.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Budget allocation with specific deliverables; primarily air quality/environmental remediation with climate co-benefits.,Adaptation,True,indirect,
Dakar_SN,individual,,Develop and implement Dakar's Territorial Climate Energy Plan (PCET) to reduce GHG emissions and reduce vulnerability to climate change.,"Like the world's greatest cities, Dakar is committed  to  contributing to the collective effort.  By  implementing  its PCET, the city is setting targets to reduce its GHG emissions and reduce its vulnerability to climate change.",1. Introduction,"This is a formal plan commitment with explicit mitigation and adaptation objectives (targets to reduce emissions and vulnerability), qualifying as a policy direction anchored in implementation of the PCET.",Mitigation,False,direct,Adaptation
Dakar_SN,individual,,"Strengthen Dakar's climate governance by conducting a GHG emissions diagnosis and vulnerability assessment and integrating renewables, energy savings, soft transport, circular economy, and green spaces into municipal policy.","The city of Dakar is now in the process of strengthening its  climate  governance.  By  carrying  out  a  diagnosis  of its  greenhouse  gas  emissions  and  assessing  its  levels of  vulnerability,  the  municipality  is  integrating  into  its policy  the  development  of  renewable  energies,  energy savings  in  municipal  buildings  and  public  lighting,  the promotion of soft modes of transport, a circular economy and the development of green spaces for a healthy living environment.",EDITORIAL OF THE MAYOR,"This is a municipal governance and policy-integration commitment listing specific interventions (renewables, efficiency, transport, circular economy, green spaces). Some elements are broad, but the interventions are concrete enough to qualify.",Mitigation,False,direct,Adaptation
Dakar_SN,individual,,Mobilize stakeholders through a participatory and inclusive approach to implement Dakar's climate plan.,"To  achieve  this, Dakar  will  undertake  a participatory  and  inclusive  approach  by    mobilizing  all stakeholders. 

I  assure  you  about  the  ambition  of  the  city  of  Dakar to preserve this beautiful collaboration and remain confident  that  all  city  stakeholders  are  engaged  for  the implementation.",EDITORIAL OF THE MAYOR,This is an implementation commitment (stakeholder mobilization approach) supporting climate plan delivery; it is somewhat process-oriented but tied to implementation of the plan.,Adaptation,False,direct,
Dakar_SN,individual,,Create and use the Dakar Acts for Climate (DAKCLIM) platform to mobilize community actors for co-construction of the Climate Plan.,This institutional architecture has been reinforced  by  the creation  of  a  platform called  Dakar  Acts  for  Climate  (DAKCLIM) in order to mobilize community actors in a process  of  co-construction  of  the  Climate Plan  to  ensure  inclusiveness  and  effective participation of populations. More than 500 community  stakeholders  were  consulted and sensitized in the city's 19 municipalities as part of the public consultation on climate .,3.1. Co-construction of the Climate Plan,Establishes a named institutional mechanism (platform) to support climate plan development and participation; this is a concrete governance intervention.,Adaptation,False,direct,
Dakar_SN,individual,,Conduct large-scale public consultations and awareness-raising on climate issues across Dakar's municipalities.,More than 500 community  stakeholders  were  consulted and sensitized in the city's 19 municipalities as part of the public consultation on climate . This is reinforced by the awareness of more than one million Dakar citizens on climaterelated issues.,3.1. Co-construction of the Climate Plan,A quantified commitment/achievement (consultations and awareness of >1 million citizens) that functions as a policy instrument for climate culture and engagement.,Adaptation,False,indirect,
Dakar_SN,individual,,"Implement capacity-building sessions for elected officials, city staff, decentralized services, and community actors on climate-energy themes including energy efficiency.","In accordance  with  the  training  plan, elected  officials,  administrative  authorities, city officials, decentralized state services and  community  actors  benefited  from capacity-building sessions.

Table 2. Capacity building on the climate-energy duo",Capacity building,"A defined intervention (training plan and sessions) supporting climate plan implementation; while not a regulatory policy, it is a deliberate programmatic action.",Adaptation,False,indirect,
Dakar_SN,individual,,"Set Dakar's 2050 targets: 54% GHG reduction, 75% reduction in municipal built-heritage energy bill, and at least 65% renewable energy share in the energy mix.","Overall, the goals that the city could achieve are:

-    a  54%  reduction  in  GHG  emissions  by 2050;
-  a 75% reduction in the energy bill in the built heritage of the City of Dakar by 2050;
-    an  increase  in  the  share  of  renewable energy in the energy mix of at least 65% by 2050.",8.1 Dakar's vision for 2050,"Contains quantified long-term targets (emissions, energy bill, renewables share) with a deadline, meeting the policy criteria.",Mitigation,False,direct,Resource Efficiency
Dakar_SN,individual,,"Adopt adaptation objectives including heatwave vulnerability reduction, air pollutant reduction by 2030, and expanding urban green spaces by 150 ha by 2030.","Adaptation measures aim to strengthen the resilience of natural and human systems to climate risks and impacts. The objectives set are as follows:

-  Reduce the vulnerability of populations to heatwaves.
- Reduce air pollutants by 2030 to improve air quality and lower the rate of respiratory disease.
- Increase urban green spaces by 150 ha in Dakar by 2030",9.3.3  Living  environment  and public hygiene,Lists explicit objectives including a quantified target (150 ha by 2030) and a dated air pollution objective; these are policy commitments under the adaptation pillar.,Adaptation,False,direct,Nature-Based Solutions
Dakar_SN,individual,,"Strengthen networks for observing, measuring, and collecting climate, coastal, and urban pollution data.","Adaptation measures aim to strengthen the resilience of natural and human systems to climate risks and impacts. The objectives set are as follows:

- Strengthen networks for observing, measuring and collecting climate, coastal and urban pollution data.",9.3.3  Living  environment  and public hygiene,A specific institutional/technical intervention (data observation networks) aimed at resilience and climate risk management.,Adaptation,False,direct,
Dakar_SN,individual,,Increase areas of ecological urban agriculture and access to better quality agricultural products by 2030 to strengthen food security.,"Adaptation measures aim to strengthen the resilience of natural and human systems to climate risks and impacts. The objectives set are as follows:

- Increase areas of ecological urban agriculture  and  access  to  better  quality agricultural  products  by  2030  to  strengthen citizens' food security",9.3.3  Living  environment  and public hygiene,A time-bound objective (by 2030) specifying an intervention area (ecological urban agriculture) linked to resilience/food security.,Nature-Based Solutions,False,indirect,
Dakar_SN,individual,,Increase the proportion of infrastructure adapted and resilient to climate risks.,"Adaptation measures aim to strengthen the resilience of natural and human systems to climate risks and impacts. The objectives set are as follows:

- Increase the proportion of infrastructure adapted and resilient to climate risks.",9.3.3  Living  environment  and public hygiene,"A stated adaptation commitment focused on resilient infrastructure; it is somewhat vague (no metric), but still a defined outcome and intervention area within the action plan objectives.",Adaptation,False,direct,
Dakar_SN,parent,,Strategic Axis 4: Promote low-carbon and affordable energy and buildings for all (energy and energy efficiency action package).,"Strategic Axis 4: Promoting low-carbon and affordable energy and buildings for all

The City of Dakar's energy policy strategy is  based  on  the  promotion  of  renewable energy and energy efficiency in buildings.",9.3.4 Energy and energy efficiency,This is an umbrella strategic axis explicitly defining a policy package with multiple concrete actions listed beneath it (#10-#13).,Mitigation,False,direct,Resource Efficiency
Dakar_SN,sub,Strategic Axis 4: Promote low-carbon and affordable energy and buildings for all,Adopt energy efficiency standards (building code) to improve the energy performance of new buildings.,"|   # | Actions                                                                                                    |
|-----|------------------------------------------------------------------------------------------------------------|
|  10 | Adoption of energy efficiency standards (building code) to improve the energy performance of new buildings |",9.3.4 Energy and energy efficiency,A specific regulatory intervention (building code/standards) listed as an action under the energy axis.,Resource Efficiency,False,indirect,
Dakar_SN,sub,Strategic Axis 4: Promote low-carbon and affordable energy and buildings for all,Realise energy savings in buildings in the City of Dakar.,"|   # | Actions                                                                                                    |
|-----|------------------------------------------------------------------------------------------------------------|
|  11 | Realising energy savings in the buildings in the City of Dakar                                             |",9.3.4 Energy and energy efficiency,A concrete intervention (energy savings in buildings) listed as an action; details are elsewhere in the energy audit section.,Resource Efficiency,False,indirect,
Dakar_SN,sub,Strategic Axis 4: Promote low-carbon and affordable energy and buildings for all,Deploy solar LED lamps widely in public lighting.,"|   # | Actions                                                                                                    |
|-----|------------------------------------------------------------------------------------------------------------|
|  12 | Widespread use of solar LED lamps in public lighting                                                       |",9.3.4 Energy and energy efficiency,A specific technology deployment action (solar + LED public lighting) with clear mitigation/efficiency mechanism.,Resource Efficiency,False,indirect,
Dakar_SN,sub,Strategic Axis 4: Promote low-carbon and affordable energy and buildings for all,Strengthen electricity generation capacity with renewable energy to advance the energy transition.,"|   # | Actions                                                                                                    |
|-----|------------------------------------------------------------------------------------------------------------|
|  13 | Strengthening electricity generation capacity with by renewable energy to boost energy transition          |",9.3.4 Energy and energy efficiency,A concrete mitigation action focused on renewable generation expansion.,Mitigation,False,direct,
Dakar_SN,individual,,Increase the share of renewable energy in the energy mix to at least 65% by 2050.,"The GHG reduction targets for the energy sector's  main  sources  of  emissions  are presented below:

- Decarbonisation of the electricity grid
- Increase the share of renewable energy in the energy mix to at least 65% by 2050",9.3.4 Energy and energy efficiency,"A quantified target with a deadline for renewable energy share; although also stated in the 2050 vision, this is a sector-specific target statement.",Mitigation,False,direct,
Dakar_SN,individual,,"Increase to 40% the share of residential buildings equipped with autonomous renewable energy systems and connected to the electricity grid, and to 50% for commercial and institutional buildings.","- Autonomous renewable energy systems
- Increase to 40% the share of residential buildings equipped with autonomous renewable energy systems and connected to the electricity grid
- Increase to 50% the share of commercial and institutional buildings equipped with autonomous renewable energy systems and connected to the electricity grid",9.3.4 Energy and energy efficiency,"Quantified building-energy deployment targets; deadlines are not explicitly repeated in the quote (context is long-term targets), but the targets are concrete.",Mitigation,False,direct,
Dakar_SN,individual,,Increase the share of LEDs to 75% of total street lighting lamps by 2050.,"- Efficiency in public lighting
- Increase the share of LEDs to 75% of total street lighting lamps by 2050.",9.3.4 Energy and energy efficiency,A quantified technology adoption target with a deadline for public lighting efficiency.,Resource Efficiency,False,indirect,Mitigation
Dakar_SN,parent,,Strategic Axis 5: Promote low-carbon transport and gentle travel through urban planning (transport action package).,"## 9.3.5 Transport

-  Promoting  low-carbon  transport  and gentle travel through urban planning",9.3.5 Transport,Umbrella axis with a numbered list of actions (#14-#17) and explicit mitigation framing for transport.,Mitigation,False,direct,
Dakar_SN,sub,Strategic Axis 5: Promote low-carbon transport and gentle travel through urban planning,Develop rapid bus transport (BRT).,"|   # | Actions                                                                           |
|-----|-----------------------------------------------------------------------------------|
|  14 | Development of rapid bus transport (BRT)                                          |",9.3.5 Transport,A specific transport system intervention listed as an action item.,Mitigation,False,direct,
Dakar_SN,sub,Strategic Axis 5: Promote low-carbon transport and gentle travel through urban planning,Establish a fleet that meets fuel efficiency standards by fuel type.,"|   # | Actions                                                                           |
|-----|-----------------------------------------------------------------------------------|
|  15 | Establishment of a fleet that meets fuel efficiency standards by fuel type        |",9.3.5 Transport,A standards-based fleet efficiency action; concrete intervention though details of enforcement are not provided here.,Resource Efficiency,False,indirect,
Dakar_SN,sub,Strategic Axis 5: Promote low-carbon transport and gentle travel through urban planning,Develop around transit stations and promote transit-oriented development (TOD).,"|   # | Actions                                                                           |
|-----|-----------------------------------------------------------------------------------|
|  16 | Development around transit stations and promotion of transit-oriented development |",9.3.5 Transport,A specific urban-planning intervention (TOD) listed as an action item with clear transport-emissions relevance.,Mitigation,False,direct,
Dakar_SN,sub,Strategic Axis 5: Promote low-carbon transport and gentle travel through urban planning,Construct pedestrian and cycling lanes and paths in municipalities.,"|   # | Actions                                                                           |
|-----|-----------------------------------------------------------------------------------|
|  17 | Construction of pedestrian and cycling lanes and paths in municipalities          |",9.3.5 Transport,A concrete infrastructure intervention supporting mode shift to active transport.,Mitigation,False,indirect,
Dakar_SN,individual,,Increase the modal shares of the BRT to 20% and the TER to 15% by 2050.,"The reduction targets for each of the major sources  of  transportation  emissions  and urban resilience due to the strengthening of the TOD are:

- increase the modal shares of the BRT to 20% and the TER to 15% by 2050;",9.3.5 Transport,Quantified transport mode-share targets with a deadline (2050).,Mitigation,False,direct,
Dakar_SN,individual,,Make 50% of taxis and private vehicles more fuel efficient.,"The reduction targets for each of the major sources  of  transportation  emissions  and urban resilience due to the strengthening of the TOD are:

-  Make  50% of taxis and private vehicles more fuel efficient;",9.3.5 Transport,"A quantified fleet efficiency target; deadline not specified in the bullet itself, but it is part of the long-term targets list.",Resource Efficiency,False,indirect,
Dakar_SN,individual,,Increase the share of electric vehicles in the city's fleet by 2050.,"The reduction targets for each of the major sources  of  transportation  emissions  and urban resilience due to the strengthening of the TOD are:

- Increase the share of electric vehicles in the city's fleet by 2050;",9.3.5 Transport,A time-bound electrification target for the city fleet (2050).,Mitigation,False,direct,
Dakar_SN,individual,,Increase the share of new households in transit-oriented development to 25% by 2050.,"The reduction targets for each of the major sources  of  transportation  emissions  and urban resilience due to the strengthening of the TOD are:

- Increase the share of new households in transit-oriented  development  to  25%  by 2050;",9.3.5 Transport,Quantified TOD uptake target with a deadline (2050).,Mitigation,False,direct,
Dakar_SN,parent,,Strategic Axis 6: Encourage recovery of waste streams with a circular economy for a clean and sustainable city (waste action package).,"## 9.3.6 Solid waste and wastewater

-  Encouraging  the  recovery  of  waste streams with a circular economy for a clean and sustainable city",9.3.6 Solid waste and wastewater,Umbrella axis with numbered actions (#18-#19) and explicit mitigation framing (continued reduction in GHG emissions from waste sector).,Mitigation,False,direct,
Dakar_SN,sub,Strategic Axis 6: Encourage recovery of waste streams with a circular economy for a clean and sustainable city,Develop organic waste recovery channels.,"|   # | Actions                                                                                                              |
|-----|----------------------------------------------------------------------------------------------------------------------|
|  18 | Development of organic waste recovery channels                                                                       |",9.3.6 Solid waste and wastewater,A specific circular-economy intervention targeting organic waste management.,Mitigation,False,direct,
Dakar_SN,sub,Strategic Axis 6: Encourage recovery of waste streams with a circular economy for a clean and sustainable city,Ensure proper management of sludge from self-contained sanitation in unserved areas to reduce pollution load.,"|   # | Actions                                                                                                              |
|-----|----------------------------------------------------------------------------------------------------------------------|
|  19 | Proper management of the sludge produced by self-contained sanitation in unserved areas to reduce the pollution load |",9.3.6 Solid waste and wastewater,A concrete sanitation/wastewater management action with explicit pollution-load reduction objective; climate link is via wastewater emissions and resilience co-benefits.,Resource Efficiency,False,indirect,
Dakar_SN,individual,,Compost 50% of organic waste and 30% of garden waste by 2050.,"The targets for each of the waste sector's main sources of emissions are:

- Composting
- 50% of organic waste and 30% of garden waste will be composted by 2050.",9.3.6 Solid waste and wastewater,"Quantified waste diversion target with a deadline (2050), clearly a mitigation policy via methane avoidance.",Mitigation,False,direct,
